raceId,circuitType_RACE,circuitType_ROAD,circuitType_STREET,Bgap_mean,Bgap_median,Bgap_std,Bgap_var,First_ten_gap,Bgap_average
500,False,False,True,267.53846153846155,231.0,242.50412062624844,58808.24852071005,2486.0,267.53846153846155
501,False,False,True,451.4166666666667,309.5,481.06642963547375,231424.90972222225,4357.0,451.4166666666667
502,True,False,False,376.0,383.0,266.8687375413671,71218.92307692308,3476.0,376.0
503,True,False,False,469.1538461538461,228.0,567.2333458454759,321753.66863905324,4901.0,469.1538461538461
504,False,False,True,322.0,178.0,352.8340025186537,124491.83333333331,3735.0,322.0
505,False,False,True,462.3,361.0,404.7935399682164,163857.81,4623.0,462.3
506,True,False,False,344.5,284.0,273.76190993878845,74945.58333333333,3626.0,344.5
507,True,False,False,302.1666666666667,214.5,319.4959137279988,102077.63888888886,2945.0,302.1666666666667
508,True,False,False,352.35714285714283,272.0,343.9754158870861,118319.08673469386,3715.0,352.35714285714283
509,True,False,False,394.5384615384616,198.0,469.92202550973457,220826.7100591716,4528.0,394.5384615384616
510,True,False,False,364.0,230.0,408.91779700311696,167213.76470588235,4437.0,364.0
511,True,False,False,463.6923076923077,391.0,340.39827004337246,115870.98224852073,4898.0,463.6923076923077
512,True,False,False,301.6875,249.5,235.74687663625576,55576.58984375,3168.0,301.6875
513,True,False,False,277.2352941176471,169.0,314.43778574984657,98871.12110726642,2935.0,277.2352941176471
514,True,False,False,227.4705882352941,179.0,223.38732326112785,49901.89619377162,1773.0,227.4705882352941
515,True,False,False,518.3636363636364,218.0,603.8523709901395,364637.6859504132,5484.0,518.3636363636364
516,False,False,True,212.05,146.5,239.64567073076867,57430.0475,3301.0,212.05
517,True,False,False,384.7692307692308,368.0,291.5246800071213,84986.63905325445,4135.0,384.7692307692308
518,True,False,False,367.38461538461536,250.0,367.9909151181147,135417.31360946747,4049.0,367.38461538461536
519,True,False,False,494.5,267.0,516.150026639542,266410.85,4945.0,494.5
520,True,False,False,439.75,340.5,411.18976255900793,169077.02083333334,4750.0,439.75
521,True,False,False,382.2857142857143,274.5,332.93723745119394,110847.20408163268,3996.0,382.2857142857143
522,False,False,True,373.25,238.5,351.0776564142659,123255.52083333331,4367.0,373.25
523,False,False,True,237.42857142857144,39.0,364.3059378139898,132718.81632653062,3058.0,237.42857142857144
524,True,False,False,429.27272727272725,258.0,498.410945981707,248413.4710743801,4125.0,429.27272727272725
525,True,False,False,436.05882352941177,230.0,513.0922942533296,263263.7024221453,5593.0,436.05882352941177
526,True,False,False,425.1875,285.5,449.927941279212,202435.15234375,5211.0,425.1875
527,True,False,False,467.09090909090907,456.0,348.53549566082535,121476.9917355372,4380.0,467.09090909090907
528,True,False,False,491.0,334.0,524.0147368580815,274591.44444444444,6264.0,491.0
529,True,False,False,304.72727272727275,109.0,294.0801037778934,86483.10743801654,2706.0,304.72727272727275
530,True,False,False,398.1428571428572,292.5,350.3367476224752,122735.83673469386,4320.0,398.1428571428572
531,True,False,False,605.6,134.0,949.8806802260308,902273.3066666668,4898.0,605.6
532,False,False,True,286.84615384615387,102.0,298.79497631289337,89278.4378698225,2295.0,286.84615384615387
533,True,False,False,672.2857142857143,101.0,966.5075144613228,934136.775510204,4706.0,672.2857142857143
534,True,False,False,385.75,160.0,432.2779054034569,186864.1875,3205.0,385.75
535,True,False,False,442.1818181818182,304.0,422.8790538852404,178826.694214876,3816.0,442.1818181818182
536,True,False,False,614.6666666666666,459.0,520.4280289659016,270845.3333333334,5532.0,614.6666666666666
537,True,False,False,403.9285714285714,134.0,560.2755016553035,313908.63775510207,5277.0,403.9285714285714
538,False,False,True,430.3571428571428,259.5,441.365835810168,194803.8010204081,3529.0,430.3571428571428
539,False,False,True,298.3333333333333,182.0,321.0224983462132,103055.44444444444,3276.0,298.3333333333333
540,True,False,False,342.125,142.0,492.16979730068766,242231.109375,3059.0,342.125
541,True,False,False,426.06666666666666,347.0,461.67715511551535,213145.7955555556,4629.0,426.06666666666666
542,True,False,False,318.7058823529412,141.0,350.1145635537841,122580.20761245672,2701.0,318.7058823529412
543,True,False,False,487.5833333333333,413.0,447.11807879897776,199914.5763888889,4929.0,487.5833333333333
544,True,False,False,559.6,483.0,465.43124089386174,216626.24,4345.0,559.6
545,True,False,False,367.5,285.0,459.30455971112303,210960.67857142855,4078.0,367.5
546,True,False,False,390.3125,287.5,361.4115933997553,130618.33984375,3939.0,390.3125
547,True,False,False,358.6428571428572,287.5,307.8263905754247,94757.08673469388,3542.0,358.6428571428572
548,False,False,True,561.4666666666667,353.0,990.3833511434964,980859.1822222222,3088.0,561.4666666666667
549,True,False,False,408.0,256.0,374.3761477444844,140157.5,3193.0,408.0
550,True,False,False,537.8181818181819,425.0,498.9433959846489,248944.51239669416,4217.0,537.8181818181819
551,True,False,False,248.3846153846154,206.0,201.4751515358421,40592.236686390526,2587.0,248.3846153846154
552,False,False,True,506.45454545454544,418.0,373.3256837075404,139372.06611570244,5298.0,506.45454545454544
553,True,False,False,567.5454545454545,330.0,546.011715431482,298128.79338842974,5777.0,567.5454545454545
554,False,False,True,363.6,117.0,421.8514430460088,177958.64,2725.0,363.6
555,True,False,False,504.27272727272725,187.0,828.1741243031499,685872.3801652893,2529.0,504.27272727272725
556,True,False,False,360.125,303.5,349.0162737967959,121812.359375,2825.0,360.125
557,True,False,False,637.375,448.0,649.1815881361701,421436.734375,5099.0,637.375
558,True,False,False,331.5,225.0,358.2456758785991,128339.96428571428,4121.0,331.5
559,True,False,False,774.9230769230769,417.0,1159.256224517617,1343874.99408284,4398.0,774.9230769230769
560,True,False,False,391.6,202.5,456.6406026625316,208520.64000000004,3916.0,391.6
561,True,False,False,305.1875,242.5,233.72051117467203,54625.27734375,2477.0,305.1875
562,True,False,False,274.42105263157896,112.0,518.7460909975205,269097.50692520774,1670.0,274.42105263157896
563,True,False,False,353.53846153846155,146.0,481.8585198334618,232187.6331360947,2833.0,353.53846153846155
564,False,False,True,247.83333333333331,128.5,274.6943250637374,75456.97222222222,2778.0,247.83333333333331
565,True,False,False,741.0,432.0,887.6761796961773,787969.0,7410.0,741.0
566,True,False,False,1079.5454545454545,639.0,1316.8933389290503,1734208.0661157025,10424.0,1079.5454545454545
567,True,False,False,583.875,531.0,694.3255607962305,482087.984375,3478.0,583.875
568,True,False,False,408.2,278.0,329.26366334595747,108414.56,3601.0,408.2
569,False,False,True,729.2,589.5,584.2009585750437,341290.76,7292.0,729.2
570,False,False,True,592.6666666666666,547.0,384.9274101841945,148169.11111111112,5334.0,592.6666666666666
571,True,False,False,449.4117647058824,269.0,535.2272808952594,286468.24221453286,2620.0,449.4117647058824
572,True,False,False,1641.0,693.5,3331.889929154323,11101490.5,5609.0,1641.0
573,True,False,False,1003.0,469.0,1130.5894234621358,1278232.4444444445,9027.0,1003.0
574,True,False,False,568.3846153846154,254.0,696.0974222777837,484551.6213017752,4174.0,568.3846153846154
575,True,False,False,960.8571428571428,215.0,1536.23514090886,2360018.408163265,2994.0,960.8571428571428
576,True,False,False,618.2,208.5,736.4086908775588,542297.76,6182.0,618.2
577,True,False,False,410.9411764705882,231.0,576.7842364032861,332680.05536332174,2294.0,410.9411764705882
578,True,False,False,607.6666666666666,345.0,708.4545308078863,501907.8222222223,4590.0,607.6666666666666
579,True,False,False,337.1764705882353,199.0,542.9942297704588,294842.73356401385,1639.0,337.1764705882353
580,True,False,False,75384.75,503.0,248198.76967870092,61602629270.02084,5519.0,75384.75
581,False,False,True,811.625,521.5,716.7091351273541,513671.984375,6493.0,811.625
582,False,False,True,357.0,338.0,298.3426949606168,89008.36363636363,3827.0,357.0
583,True,False,False,460.27272727272725,88.0,588.0071259477127,345752.3801652892,3380.0,421.9166666666667
584,True,False,False,530.5,288.5,690.125242256795,476272.85,5305.0,530.5
585,True,False,False,359.9230769230769,188.0,414.42684453043785,171749.60946745568,3792.0,359.9230769230769
586,True,False,False,467.9090909090909,296.0,439.9819117243664,193584.0826446281,3581.0,467.9090909090909
587,False,False,True,128.28571428571428,111.0,104.89547761695827,11003.061224489797,898.0,128.28571428571428
588,True,False,False,564.0,488.5,451.5425413697658,203890.66666666663,3384.0,564.0
589,False,False,True,307.5,298.0,283.79922480514284,80542.0,2460.0,307.5
590,True,False,False,265.3333333333333,227.5,299.2394061988197,89544.22222222223,1963.0,265.3333333333333
591,True,False,False,390.45454545454544,293.0,372.745431930149,138939.15702479336,3032.0,390.45454545454544
592,True,False,False,433.7692307692308,193.0,422.3207227918236,178354.79289940832,2987.0,433.7692307692308
593,True,False,False,533.9,425.0,461.6098894087951,213083.69,5339.0,533.9
594,True,False,False,625.6,475.0,533.1874342105223,284288.84,6256.0,625.6
595,True,False,False,371.3,261.0,299.88499462293873,89931.01000000001,3713.0,371.3
596,True,False,False,330.125,198.0,376.4267649556817,141697.109375,2325.0,330.125
597,True,False,False,464.7692307692308,319.0,385.6463413436149,148723.10059171595,3288.0,464.7692307692308
598,False,False,True,484.9,394.5,531.1482749666047,282118.48999999993,4849.0,484.9
599,True,False,False,181.66666666666663,151.0,163.63203978574748,26775.44444444445,1258.0,181.66666666666663
600,True,False,False,375.1,146.0,511.72305986734665,261860.49000000005,3751.0,375.1
601,True,False,False,461.9090909090909,309.0,411.6970321498465,169494.4462809917,3782.0,461.9090909090909
602,False,False,True,305.5,324.0,238.02195276906707,56654.45,3055.0,305.5
603,True,False,False,302.3333333333333,266.0,285.9759119615186,81782.22222222223,2348.0,302.3333333333333
604,False,False,True,206.8181818181818,149.0,196.54692624123132,38630.69421487604,2262.0,206.8181818181818
605,True,False,False,251.25,140.0,277.93108408380664,77245.6875,1470.0,251.25
606,True,False,False,323.27272727272725,95.0,414.84084372182383,172092.92561983468,2289.0,323.27272727272725
607,True,False,False,358.0,147.0,383.7184100115841,147239.81818181818,2679.0,358.0
608,True,False,False,257.53846153846155,233.0,142.11567086470598,20196.86390532544,2112.0,257.53846153846155
609,True,False,False,272.93333333333334,186.0,219.53419374262,48195.26222222222,2824.0,272.93333333333334
610,True,False,False,334.7857142857143,137.0,731.608616930765,535251.168367347,1187.0,334.7857142857143
611,True,False,False,137.57142857142858,44.5,147.39970647659973,21726.67346938776,995.0,137.57142857142858
612,True,False,False,283.5,97.5,385.9127492063458,148928.65,2835.0,283.5
613,True,False,False,317.38461538461536,169.0,569.8281169267069,324704.0828402368,1310.0,317.38461538461536
614,True,False,False,189.94117647058823,128.0,156.9816289694754,24643.231833910035,1191.0,189.94117647058823
615,False,False,True,426.77777777777777,370.0,370.8583969890448,137535.95061728393,3841.0,426.77777777777777
616,True,False,False,232.0,188.0,213.8389368405364,45727.09090909091,2357.0,232.0
617,True,False,False,305.6666666666667,322.0,261.4973974801449,68380.8888888889,2959.0,305.6666666666667
618,True,False,False,425.09090909090907,221.0,497.4060815041925,247412.8099173554,2825.0,425.09090909090907
619,True,False,False,278.75,182.0,269.1329829285144,72432.5625,2935.0,278.75
620,False,False,True,352.1666666666667,223.5,330.16153453860863,109006.63888888888,3353.0,352.1666666666667
621,False,False,True,332.7,191.5,377.05438599756405,142170.01,3327.0,332.7
622,True,False,False,196.7058823529412,174.0,146.19397457040438,21372.67820069204,1698.0,196.7058823529412
623,True,False,False,606.5,415.5,478.4804071223816,228943.5,,539.1111111111111
624,True,False,False,366.0833333333333,272.5,400.822375110084,160658.5763888889,2688.0,366.0833333333333
625,True,False,False,339.1875,103.5,520.6053230075063,271029.90234375,1629.0,339.1875
626,True,False,False,230.625,157.0,242.1461013004339,58634.734375,2237.0,230.625
627,True,False,False,779.875,638.0,624.2930877200228,389741.859375,6239.0,779.875
628,True,False,False,317.53846153846155,157.0,329.78865385731166,108760.55621301771,2073.0,317.53846153846155
629,True,False,False,210.8823529411765,108.0,210.6541303410825,44375.16262975778,1932.0,210.8823529411765
630,True,False,False,303.3333333333333,165.5,297.46213577903023,88483.72222222223,2977.0,303.3333333333333
631,False,False,True,307.875,139.5,461.7457193900123,213209.109375,2463.0,307.875
632,True,False,False,460.22222222222223,265.0,462.9938271193444,214363.28395061733,4142.0,460.22222222222223
633,True,False,False,414.6363636363636,434.0,314.40977105082374,98853.5041322314,3651.0,414.6363636363636
634,False,False,True,178.33333333333334,169.0,168.85036110249942,28510.444444444445,1605.0,178.33333333333334
635,True,False,False,266.0,120.0,320.7221019304199,102862.66666666669,1736.0,266.0
636,False,False,True,369.09090909090907,289.0,315.29768172185084,99412.62809917355,3481.0,369.09090909090907
637,True,False,False,888.5454545454545,821.0,747.060343630147,558099.1570247933,8343.0,888.5454545454545
638,True,False,False,198.625,132.5,183.58270445496763,33702.609375,1629.0,198.625
639,True,False,False,227.26666666666668,173.0,241.832577531555,58482.99555555556,2045.0,227.26666666666668
640,True,False,False,269.27272727272725,210.0,229.20498602743072,52534.92561983471,2917.0,269.27272727272725
641,True,False,False,218.2941176470588,121.0,183.53642520535985,33685.619377162635,1632.0,218.2941176470588
642,True,False,False,264.25,110.5,364.3129664176119,132723.9375,1906.0,264.25
643,True,False,False,151.36363636363637,172.0,122.33357728862264,14965.504132231406,1262.0,151.36363636363637
644,True,False,False,238.4,155.0,235.5411641306037,55479.64,2384.0,238.4
645,True,False,False,352.27272727272725,270.0,285.7640765352016,81661.10743801654,3197.0,352.27272727272725
646,True,False,False,302.7142857142857,200.0,307.67803871937963,94665.77551020404,2791.0,302.7142857142857
647,False,False,True,242.88888888888889,144.0,273.1912006247006,74633.43209876544,2186.0,242.88888888888889
648,True,False,False,300.4,74.0,473.3702990260373,224079.43999999997,3004.0,300.4
649,True,False,False,229.8,122.0,252.85389720811767,63935.09333333335,1622.0,229.8
650,True,False,False,204.0,95.0,245.10237956941225,60075.17647058824,1547.0,204.0
651,True,False,False,193.11764705882356,128.0,197.3262101647753,38937.63321799308,1469.0,193.11764705882356
652,True,False,False,290.5,164.0,356.60330434064497,127165.91666666669,2109.0,290.5
653,False,False,True,212.9,172.0,212.0733127953633,44975.09,2129.0,212.9
654,False,False,True,228.25,159.5,256.59610772574086,65841.5625,1668.0,228.25
655,True,False,False,159.73333333333332,108.0,157.09252758238443,24678.062222222212,1489.0,159.73333333333332
656,True,False,False,250.75,141.0,234.7822129123073,55122.6875,2312.0,250.75
657,True,False,False,492.8333333333333,308.5,607.154542838056,368636.6388888888,3518.0,492.8333333333333
658,True,False,False,196.25,184.5,178.81432409066116,31974.5625,1745.0,196.25
659,True,False,False,243.41176470588235,120.0,258.23428915789987,66684.94809688583,2356.0,243.41176470588235
660,True,False,False,299.1666666666667,209.0,313.98642044238505,98587.4722222222,1788.0,299.1666666666667
661,True,False,False,241.25,167.5,248.35731148220032,61681.35416666666,1832.0,241.25
662,True,False,False,309.1333333333333,173.0,451.1521349709972,203538.2488888889,1827.0,309.1333333333333
663,True,False,False,360.0769230769231,102.0,530.7961308679432,281744.5325443787,2092.0,360.0769230769231
664,False,False,True,291.85714285714283,335.5,234.77979261514,55121.55102040816,3042.0,291.85714285714283
665,True,False,False,359.2142857142857,244.0,246.42593166287992,60725.739795918365,3038.0,359.2142857142857
666,True,False,False,273.09090909090907,236.0,227.3329374789538,51680.26446280992,2449.0,273.09090909090907
667,True,False,False,392.0,264.0,475.6450006745226,226238.16666666663,2518.0,392.0
668,True,False,False,270.0625,158.5,288.8032350818633,83407.30859375,2384.0,270.0625
669,True,False,False,304.3636363636364,224.0,261.73278278957883,68504.04958677686,2644.0,304.3636363636364
670,False,False,True,390.6,371.0,247.31809476866025,61166.240000000005,3906.0,390.6
671,False,False,True,446.1818181818182,349.0,509.8675083127556,259964.87603305784,2971.0,446.1818181818182
672,True,False,False,244.66666666666663,149.0,216.7919637706978,46998.75555555555,2291.0,244.66666666666663
673,True,False,False,206.52941176470588,187.0,160.31627477732107,25701.307958477508,2031.0,206.52941176470588
674,True,False,False,271.5625,191.0,233.2217208875494,54392.37109375,2945.0,271.5625
675,True,False,False,377.7,187.5,449.66566468877744,202199.21,3777.0,377.7
676,True,False,False,360.8333333333333,200.5,492.4303391230976,242487.6388888889,2412.0,360.8333333333333
677,True,False,False,865.0,830.0,748.8358143966385,560755.0769230769,6169.0,865.0
678,True,False,False,307.84615384615387,179.0,348.1246121177447,121190.74556213018,1982.0,307.84615384615387
679,True,False,False,165.13333333333333,107.0,138.3853877963839,19150.51555555556,1414.0,165.13333333333333
680,True,False,False,338.94117647058823,168.0,346.53757466895195,120088.29065743944,1902.0,338.94117647058823
681,False,False,True,707.0,484.5,712.6826081784233,507916.5,5656.0,707.0
682,True,False,False,284.0769230769231,225.0,308.6131413370422,95242.07100591715,2791.0,284.0769230769231
683,True,False,False,278.0,87.0,388.045794284049,150579.53846153847,1646.0,278.0
684,True,False,False,336.27272727272725,259.0,351.5994857037016,123622.19834710743,2590.0,336.27272727272725
685,True,False,False,221.75,138.0,275.4514854440493,75873.52083333333,2483.0,221.75
686,True,False,False,275.5,183.5,346.345805036912,119955.41666666669,1819.0,275.5
687,False,False,True,255.91666666666663,165.0,234.6346302706023,55053.40972222224,2606.0,255.91666666666663
688,False,False,True,288.6,175.0,445.0731475461833,198090.10666666663,1805.0,288.6
689,True,False,False,215.3125,159.0,185.8116380740184,34525.96484375,2026.0,215.3125
690,True,False,False,368.6666666666667,56.5,533.6224216511979,284752.8888888889,2276.0,368.6666666666667
691,True,False,False,437.54545454545456,263.0,548.7253599581097,301099.52066115703,2815.0,437.54545454545456
692,True,False,False,255.11111111111111,181.0,230.6182244145045,53184.76543209878,2296.0,255.11111111111111
693,True,False,False,255.9375,126.5,280.6631585971875,78771.80859375,1910.0,255.9375
694,True,False,False,295.5,205.5,314.9416612644316,99188.25,2827.0,295.5
695,True,False,False,353.0769230769231,185.0,513.410536216608,263590.3786982249,2124.0,353.0769230769231
696,True,False,False,151.4375,125.5,129.20960139923812,16695.12109375,1293.0,151.4375
697,True,False,False,421.9090909090909,247.0,539.6893811250816,291264.62809917354,2598.0,421.9090909090909
698,False,False,True,379.1666666666667,160.5,609.2900011944686,371234.3055555555,2171.0,350.0
699,True,False,False,297.38461538461536,176.0,410.6421872106661,168627.00591715978,1247.0,297.38461538461536
700,True,False,False,182.3,129.0,223.7476480323313,50063.01000000001,1823.0,182.3
701,True,False,False,132.66666666666666,118.0,103.96773003624196,10809.288888888892,1491.0,132.66666666666666
702,True,False,False,372.9166666666667,248.0,488.26435092978977,238402.07638888888,2453.0,372.9166666666667
703,True,False,False,412.1538461538461,157.0,728.0801779763889,530100.7455621301,1743.0,412.1538461538461
704,False,False,True,169.6153846153846,120.0,214.94490831249632,46201.313609467456,1708.0,169.6153846153846
705,False,False,True,248.5,176.0,225.41661429451025,50812.65,2485.0,225.9090909090909
706,True,False,False,352.1428571428572,170.0,525.2937759201114,275933.5510204082,2272.0,328.6666666666667
707,True,False,False,287.5,129.5,301.2154544507968,90730.75,1971.0,287.5
708,True,False,False,284.375,193.0,267.7253431690769,71676.859375,1602.0,267.6470588235294
709,True,False,False,308.2307692307692,219.0,287.9581042833926,82919.8698224852,1923.0,308.2307692307692
710,True,False,False,555.3076923076923,226.0,827.1984586185037,684257.2899408283,2159.0,555.3076923076923
711,True,False,False,1495.5384615384614,238.0,3543.2948077565543,12554938.094674556,2840.0,1495.5384615384614
712,True,False,False,361.27272727272725,246.0,400.20723970306153,160165.83471074377,3690.0,361.27272727272725
713,True,False,False,393.7857142857143,224.0,548.538861570501,300894.88265306124,2211.0,344.5625
714,False,False,True,477.6666666666667,258.5,628.6439550510465,395193.2222222222,3415.0,409.4285714285714
715,True,False,False,487.7142857142857,245.0,722.1246853726092,521464.06122448976,2084.0,426.75
716,True,False,False,261.47058823529414,115.0,277.8567378740471,77204.36678200692,1592.0,261.47058823529414
717,True,False,False,1896.142857142857,157.0,6229.257234524638,38803645.69387754,1338.0,1659.125
718,True,False,False,218.7692307692308,129.0,213.80262423594692,45711.562130177525,2422.0,218.7692307692308
719,False,False,True,607.5,315.0,1011.9235396016836,1023989.25,6075.0,607.5
720,True,False,False,465.1538461538461,173.0,727.5865104422393,529382.1301775147,3446.0,403.1333333333333
721,False,False,True,472.3,427.0,395.5902046310045,156491.61000000002,4723.0,472.3
722,True,False,False,573.625,322.5,720.0296760377311,518442.734375,,509.8888888888889
723,True,False,False,234.16666666666663,102.5,276.457400777126,76428.69444444445,855.0,234.16666666666663
724,True,False,False,346.93333333333334,230.0,328.7964855178487,108107.12888888888,1969.0,325.25
725,True,False,False,299.6470588235294,209.0,418.7854906718138,175381.28719723187,1250.0,299.6470588235294
