raceId,Bgap_mean,Bgap_median,Bgap_std,Bgap_var,First_ten_gap,Bgap_average
421,478.6,388.0,367.5785630310886,135113.99999999997,3793.0,478.6
422,338.28,263.0,307.97422229790595,94848.1216,3502.0,338.28
423,376.44,248.0,475.63860903000716,226232.08640000003,2488.0,376.44
424,228.2,170.5,186.8062097468925,34896.56,2233.0,228.2
425,475.52,187.0,598.4806175641781,358179.0496,1978.0,475.52
426,721.5833333333334,215.5,1829.779515785683,3348093.0763888885,3295.0,721.5833333333334
427,415.24,257.0,411.32870359361016,169191.30240000002,3239.0,415.24
428,297.61538461538464,185.5,396.2992339637268,157053.0828402367,1348.0,297.61538461538464
429,436.84615384615387,181.5,600.3991423857257,360479.13017751486,3343.0,436.84615384615387
430,574.8461538461538,326.5,1036.4617582580463,1074252.9763313606,2295.0,574.8461538461538
431,443.61538461538464,208.5,588.6121275393418,346464.2366863905,2951.0,443.61538461538464
432,504.04,302.0,670.1200179072403,449060.8384,2368.0,504.04
433,474.8888888888889,332.0,651.9827499043511,425081.50617283955,2033.0,474.8888888888889
434,377.3333333333333,137.0,565.3916374546972,319667.7037037037,2984.0,377.3333333333333
435,399.2916666666667,235.5,517.0801420127144,267371.8732638889,2352.0,399.2916666666667
436,338.65384615384613,197.5,418.003215142925,174726.68786982246,3317.0,338.65384615384613
437,622.1818181818181,403.0,652.546037133406,425816.33057851245,4348.0,622.1818181818181
438,704.8,345.0,1402.791787828828,1967824.7999999998,3061.0,704.8
439,771.5384615384615,464.0,985.658554968326,971522.7869822487,3755.0,771.5384615384615
440,359.5,183.5,376.48439542695525,141740.5,3724.0,359.5
441,553.0769230769231,306.5,705.9125530434904,498312.5325443788,4277.0,553.0769230769231
442,317.11538461538464,203.0,294.3812712117343,86660.33284023668,2346.0,317.11538461538464
443,445.08,310.0,472.1629312006609,222937.83360000004,2431.0,445.08
444,966.8076923076923,363.0,2395.6771488410723,5739269.0014792895,3286.0,966.8076923076923
445,372.4230769230769,176.0,390.8782195830035,152785.78254437872,3539.0,372.4230769230769
446,664.4615384615385,415.5,1010.1359097730452,1020374.5562130178,4315.0,664.4615384615385
447,398.3076923076923,238.0,456.00512558107613,207940.67455621302,3342.0,398.3076923076923
448,346.7307692307692,188.0,427.15188774849236,182458.7352071006,2863.0,346.7307692307692
449,327.7307692307692,165.5,352.34364319426606,124146.04289940828,3350.0,327.7307692307692
450,357.1923076923077,172.0,430.0504459882289,184943.38609467458,1758.0,357.1923076923077
451,391.15384615384613,364.5,316.7902354152316,100356.05325443787,3576.0,391.15384615384613
452,263.61538461538464,159.5,251.29312900752086,63148.236686390526,2323.0,263.61538461538464
453,292.88461538461536,222.0,291.25673672275894,84830.48668639053,3184.0,292.88461538461536
454,293.61538461538464,167.0,490.57564906507673,240664.4674556213,4372.0,293.61538461538464
455,250.26923076923077,131.0,353.74170908384855,125133.19674556215,4360.0,250.26923076923077
456,252.46153846153845,147.5,290.626277435635,84463.6331360947,4484.0,252.46153846153845
457,230.15384615384616,173.5,220.75215693827187,48731.51479289941,3287.0,230.15384615384616
458,231.42307692307693,202.0,213.44989919757666,45560.85946745564,3204.0,231.42307692307693
459,190.34615384615384,134.5,228.08583780735717,52023.149408284036,2907.0,190.34615384615384
460,207.46153846153845,142.0,233.66531469163505,54599.479289940835,2729.0,207.46153846153845
461,324.88461538461536,247.0,306.1917859174436,93753.40976331361,4915.0,324.88461538461536
462,191.5,140.0,152.70112840246014,23317.634615384617,2256.0,191.5
463,319.65384615384613,213.0,351.68932337720287,123685.38017751479,4207.0,319.65384615384613
464,242.92307692307693,146.5,215.65159277746042,46505.609467455615,3461.0,242.92307692307693
465,183.03846153846155,134.0,204.27611042395736,41728.72928994083,2192.0,183.03846153846155
466,150.3846153846154,106.0,179.71025331886045,32295.775147929,2380.0,150.3846153846154
467,259.0769230769231,105.5,294.2611246282044,86589.60946745564,2646.0,259.0769230769231
468,176.92307692307693,95.5,293.56874742972155,86182.60946745565,2738.0,176.92307692307693
469,219.5,174.5,191.22062368655983,36565.32692307692,2324.0,219.5
470,197.19230769230768,140.5,272.4377161326927,74222.30917159763,3094.0,197.19230769230768
471,210.69230769230768,100.0,280.12631343608183,78470.75147928996,3207.0,210.69230769230768
472,152.1153846153846,104.5,181.94194486641928,33102.87130177515,2725.0,152.1153846153846
473,143.84615384615384,73.5,269.19290942594887,72464.8224852071,2384.0,143.84615384615384
