raceId,Bgap_mean,Bgap_median,Bgap_std,Bgap_var,First_ten_gap,gapWeightedSum
538,241.0,179.0,250.8711222919051,62936.32,2689.0,0.08952455178220432
539,214.8,122.0,273.23220893591593,74655.84000000001,3110.0,0.1520884783092791
540,218.96,79.0,372.6129874279746,138840.43839999998,2808.0,0.12770769268526877
541,289.32,102.0,391.0030915478802,152883.41760000002,4071.0,0.239055532367428
542,208.3846153846154,104.0,229.81364974576127,52814.31360946746,2556.0,0.08860018504511158
543,308.61538461538464,197.0,343.9524874302662,118303.31360946744,3062.0,0.11029420290610942
544,335.76,279.0,265.1463414795686,70302.5824,3568.0,0.14481307285993797
545,197.8846153846154,129.5,173.99366189231787,30273.79437869823,2739.0,0.10745925373755022
546,240.19230769230768,186.0,205.55703292999303,42253.69378698225,3083.0,0.12914573683647057
547,277.4166666666667,177.5,355.2443896656059,126198.57638888888,2137.0,0.02222558322657204
548,350.9166666666667,104.0,578.5571793022901,334728.40972222225,2708.0,0.07814013451656551
549,200.92307692307693,92.0,254.6013358894379,64821.84023668639,2232.0,0.0584939503304705
550,236.07692307692307,112.5,340.7338147944502,116099.53254437869,2336.0,0.06298485141402152
551,223.8,182.0,199.462277135302,39785.2,1799.0,-0.00803584265071354
552,476.0,276.0,787.1811523827705,619654.1666666666,3054.0,0.07909775514051695
553,336.5,188.0,415.9184692664213,172988.17307692306,2061.0,-0.006797882737404622
554,256.15384615384613,116.0,334.27035261753804,111736.66863905324,1799.0,-0.007084656343959852
555,213.34615384615384,109.5,383.1168673181444,146778.53402366865,1548.0,-0.010576250616332945
556,221.6153846153846,110.5,295.1912127266087,87137.85207100592,1881.0,0.013700835520519634
557,216.23076923076923,188.0,191.90087739654064,36825.94674556213,2329.0,0.053918793208201476
558,228.19230769230768,91.5,346.9429147492056,120369.38609467454,2694.0,0.10777901399566452
559,489.3076923076923,292.5,539.3426033487269,290890.4437869822,2163.0,-0.053443477664348996
560,183.65384615384616,81.5,254.95881150125047,65003.99556213017,1774.0,0.015174017205839349
561,193.8846153846154,136.0,168.85344736306254,28511.486686390534,1392.0,-0.042498986072310806
562,200.53846153846155,103.5,233.35137433776868,54452.863905325445,1395.0,-0.037697455167071126
563,299.8076923076923,118.5,608.5138276180475,370289.0784023669,1324.0,-0.05110243685810896
564,244.23076923076923,119.0,382.9615674322653,146659.5621301775,1783.0,0.0016130015825077844
565,321.0,280.0,380.7327671740377,144957.44,1833.0,-0.030900902958910736
566,562.28,431.0,549.239366396838,301663.8816,2873.0,-0.008479949711058546
567,359.61538461538464,279.0,326.47253117141025,106584.31360946744,2277.0,-0.004290381644257449
568,323.52,184.0,294.5184707280682,86741.12959999999,2475.0,0.03272672864310995
569,399.5833333333333,277.0,430.239847514022,185106.3263888889,2981.0,0.06763659337056133
570,305.0416666666667,159.0,312.2159347800101,97478.78993055556,1980.0,-0.01207409890055378
571,318.3333333333333,227.5,301.4558655738662,90875.63888888888,2330.0,0.018686942163603497
572,1011.4166666666666,337.5,2402.35661931964,5771317.326388889,2329.0,-0.07461483512067385
573,426.6666666666667,155.5,631.2492684264188,398475.6388888889,1971.0,-0.03421935970275746
574,399.5,283.0,424.99196070827816,180618.16666666663,3431.0,0.1174772855495699
575,631.0416666666666,310.5,800.5689892802632,640910.7065972221,3756.0,0.08846330166202061
576,364.0,265.5,394.9011383763145,155946.9090909091,2079.0,-0.02096719155291316
577,509.6666666666667,237.0,1033.6176624952875,1068365.4722222222,2294.0,0.00548879828535951
578,379.7916666666667,263.5,395.3963179695645,156338.2482638889,2171.0,-0.0176974493417082
579,308.0,173.0,377.1158089146268,142216.33333333334,1639.0,-0.045061144906284004
580,39331.17391304348,440.0,182291.50498169544,33230192788.491497,2358.0,0.21420949349770124
581,295.1363636363636,224.5,236.80741992646972,56077.7541322314,1843.0,-0.032240999276292384
582,206.68421052631572,138.0,220.6934174087089,48705.584487534616,2461.0,0.07707761601332735
583,267.15,116.0,434.3579485861862,188666.8275,1840.0,0.0031460762087174585
584,241.13636363636363,197.0,245.02491440195612,60037.20867768596,1712.0,-0.021102019922598334
585,233.95,115.0,259.1234213651865,67144.9475,2172.0,0.03685388959055073
586,245.0952380952381,209.0,187.099643623367,35006.27664399093,1895.0,-0.008739466004712596
587,223.95238095238096,92.0,357.76228822401544,127993.85487528348,1607.0,-0.011097044573163756
588,248.55,136.0,263.5005645155244,69432.54750000002,2420.0,0.05812017717192272
589,229.54545454545453,149.5,225.95066381699093,51053.70247933885,1273.0,-0.06618999656854242
590,218.52380952380952,180.0,281.5539564372831,79272.63038548752,1607.0,-0.018448176482026953
591,228.95,207.5,179.41863754916878,32191.0475,2311.0,0.044441029094796615
592,296.7894736842105,172.0,263.7464051034367,69562.16620498613,1964.0,-0.015528483571711094
593,266.95,130.0,336.8574587269814,113472.94749999998,2307.0,0.04501445885743861
594,329.2631578947368,221.0,287.1075063832477,82430.72022160664,2578.0,0.04016984818811424
595,281.45,231.5,238.95344211791547,57098.74749999998,1990.0,-0.009472431286716971
596,264.1,143.5,287.503895625781,82658.48999999999,1994.0,0.0056986543200731685
597,342.2631578947368,287.0,330.291233866379,109092.29916897506,2691.0,0.05024334985803137
598,314.42857142857144,225.0,383.5612040847087,147119.19727891157,3501.0,0.16055432471690337
599,155.71428571428572,96.0,155.11229199922133,24059.823129251698,1171.0,-0.050695515578807575
600,204.3636363636364,174.5,189.7990673064892,36023.68595041322,2326.0,0.058992064204332055
601,258.2857142857143,150.0,289.5005786419323,83810.58503401361,1774.0,-0.016265786834758746
602,139.72727272727272,140.5,111.1187660356668,12347.380165289256,1079.0,-0.05932280016969843
603,206.13636363636363,159.0,205.0189116453197,42032.75413223141,1969.0,0.02006299406049092
604,133.5909090909091,97.0,150.10228606184427,22530.69628099173,939.0,-0.067264495144716
605,169.63636363636363,122.5,168.90571481115663,28529.14049586777,791.0,-0.09867645025469549
606,178.5,115.5,203.53930824290427,41428.25,773.0,-0.10089623928637821
607,210.27272727272728,144.5,200.3535923897325,40141.56198347109,1336.0,-0.05302121858919093
608,152.1818181818182,136.5,133.7003557361271,17875.78512396694,1466.0,-0.019073302061603542
609,229.77272727272728,179.0,205.44362903420443,42207.0847107438,1960.0,0.008015408906247964
610,213.04545454545453,96.0,296.06471609380014,87654.31611570249,901.0,-0.0919733969959167
611,187.7142857142857,83.0,420.22274624606536,176587.15646258503,772.0,-0.08157625089311167
612,182.4090909090909,72.5,263.033986585714,69186.87809917355,1018.0,-0.06803175255777597
613,212.28571428571428,108.0,244.91867316026568,59985.15646258504,1002.0,-0.08595624554372397
614,146.77272727272728,83.5,147.03182457555417,21618.357438016534,939.0,-0.07328582424436982
615,240.5,156.5,230.3082420662282,53041.88636363636,2389.0,0.05436294116193193
616,170.6818181818182,120.0,170.6954721569264,29136.94421487603,1669.0,-0.0004240670171207703
617,242.0909090909091,217.0,218.66244410691544,47813.26446280992,1984.0,0.005789837915325091
618,250.4090909090909,211.5,204.92030803370395,41992.332644628106,1964.0,-0.0015635593276808746
619,212.3809523809524,139.0,218.1952983192277,47609.188208616775,2623.0,0.09238859444173816
620,201.57142857142856,113.0,204.4603981747289,41804.05442176871,2440.0,0.07580588723213777
621,164.13636363636363,94.0,169.31796217191365,28668.572314049583,1504.0,-0.015606623400099086
622,191.6818181818182,135.0,196.90107953987183,38770.03512396693,1531.0,-0.022919020292711437
623,266.85,133.0,260.8563349815373,68046.0275,2383.0,0.04547243905871606
624,241.45454545454547,193.5,208.2050403880156,43349.3388429752,2483.0,0.06140521273786087
625,258.42857142857144,117.0,302.9456294812136,91776.0544217687,1629.0,-0.03052137015396987
626,226.28571428571428,156.0,291.5652573948547,85010.29931972788,2198.0,0.045867646093885564
627,379.8888888888889,230.5,427.4937152090191,182750.8765432099,2507.0,0.02399809505270445
628,187.63636363636363,133.0,171.3039683917943,29345.049586776862,1505.0,-0.026679141629530872
629,193.6818181818182,114.0,202.39192095887,40962.48966942149,1246.0,-0.05479734194775579
630,288.8095238095238,176.0,296.14855008731826,87703.96371882086,2787.0,0.08375216225311066
631,311.95238095238096,175.0,374.8982688918963,140548.7120181406,2327.0,0.030050886297374634
632,197.23809523809524,130.0,204.32045436657185,41746.84807256236,1806.0,0.006299826649684105
633,208.3181818181818,152.5,211.9329624633988,44915.5805785124,1780.0,-0.0012635508143949477
634,198.5,108.5,190.57824687465825,36320.06818181818,1421.0,-0.03849012119561285
635,170.22727272727272,116.0,205.5584260713377,42254.26652892561,1215.0,-0.04737105995389595
636,185.8636363636364,140.0,202.63430909680744,41060.663223140495,1531.0,-0.019778538849665794
637,449.1363636363636,362.0,428.2221487472197,183374.208677686,3787.0,0.13375020642881627
638,188.95238095238096,112.0,188.87422778903024,35673.473922902485,2069.0,0.038265344809481086
639,154.95454545454547,75.5,190.76031540622984,36389.4979338843,1896.0,0.03515323864909916
640,148.13636363636363,124.0,145.82938207949024,21266.20867768595,1388.0,-0.02446180228858008
641,168.6818181818182,118.0,159.47681118515357,25432.853305785124,1233.0,-0.04957576064755033
642,193.1818181818182,88.5,220.26691171552343,48517.51239669421,1835.0,0.013893493471315879
643,185.3181818181818,188.0,170.7215666100365,29145.853305785124,1584.0,-0.01791290244861931
644,172.1818181818182,136.0,174.68273484016578,30514.057851239668,1055.0,-0.06986779806426292
645,235.66666666666663,102.0,261.14224063002496,68195.26984126985,2399.0,0.06201005764800121
646,229.3181818181818,150.0,224.87741839896933,50569.85330578512,2251.0,0.04349269085588353
647,188.5909090909091,149.5,190.328104046887,36224.78719008264,1462.0,-0.030242758344509006
648,170.05,58.0,216.24418489291224,46761.5475,1404.0,-0.023817166437800706
649,165.77272727272728,87.5,220.54579648478327,48640.44834710744,1524.0,-0.008546703303654951
650,157.77272727272728,71.5,214.54178059257995,46028.17561983471,1322.0,-0.027908757470792245
651,149.22727272727272,69.0,184.3238089041284,33975.26652892562,1396.0,-0.018896424551057417
652,166.0,115.0,189.7938731511486,36021.71428571428,1301.0,-0.03746345130223741
653,205.66666666666663,119.0,302.5638591915579,91544.88888888888,1268.0,-0.04723327594899973
654,166.0,108.5,173.16282405979533,29985.36363636364,1493.0,-0.017561136245413746
655,121.36363636363636,100.5,102.75192785386535,10557.95867768595,1273.0,-0.029356396773693685
656,136.77272727272728,54.0,181.05647833509693,32781.44834710744,1495.0,-0.0022100345789790726
657,336.22727272727275,167.5,448.6372225284217,201275.35743801657,2608.0,0.05855297483462401
658,154.13636363636363,151.5,121.973281520826,14877.481404958677,1494.0,-0.018354340108431337
659,188.0909090909091,112.5,218.61795424291063,47793.80991735538,1798.0,0.011398662302343286
660,163.1818181818182,69.0,243.2853985013629,59187.78512396693,1044.0,-0.05844354517745878
661,131.5909090909091,77.5,121.9033369261031,14860.42355371901,1218.0,-0.037669027948558476
662,210.77272727272728,102.5,298.28524051776986,88974.0847107438,1504.0,-0.023198872392334303
663,212.77272727272728,76.5,322.4058610760641,103945.53925619836,1591.0,-0.011277153180792324
664,288.0,157.5,466.2963357429187,217432.2727272728,1723.0,-0.01683998456333102
665,239.47619047619048,192.0,184.63880287833507,34091.487528344675,1461.0,-0.05480690586895171
666,136.54545454545453,90.0,138.98879198525566,19317.884297520664,1144.0,-0.04664564607038583
667,237.5909090909091,206.5,225.50945537340536,50854.5144628099,1617.0,-0.03240974079744836
