raceId,totalDNFs,circuitId,countryId,rain,topTenDiversity,driverExpWeightedSum,pitsWeightedSum,preRaceALPCWeightedSum,TCCAPE,clusterMeanWeightedSum,gapWeightedSum
459,10.0,paul-ricard,france,light,6.0,0.5354605868473581,,0.0141824584923075,76.5,-0.751459958123077,0.1353471334350961
460,7.0,silverstone,united-kingdom,moderate,6.0,0.5031672423031035,,0.0094050853846151,89.0,-0.5184889091692308,0.1080838809774635
461,7.0,hockenheimring,germany,light,5.0,0.4708738977588491,,0.008741186984615,101.5,-0.3267803798461538,0.3058049713569397
462,13.0,hungaroring,hungary,none,6.0,0.4385805532145946,,0.0100407147826087,114.0,-0.3039749654608696,0.053704992781468
463,10.0,spa-francorchamps,belgium,moderate,6.0,0.4044496443308887,,0.0197864418461533,126.5,-0.1868640653384615,0.2342431185713333
464,13.0,monza,italy,none,6.0,0.3830289893015653,,0.0108955940307692,139.0,-0.3913007634461538,0.1721582390915633
465,14.0,estoril,portugal,none,7.0,0.3437897702681494,,0.0158422044923075,151.5,-0.6055257313846155,0.0559363568814752
466,11.0,jerez,spain,none,6.0,0.3114964257238949,,0.0285602563692309,164.0,-0.5862567360307693,0.0897398786547494
467,9.0,suzuka,japan,none,7.0,0.2807500658107896,,0.0245703404615384,176.5,-0.3479032574769231,0.0825695602559922
468,15.0,adelaide,australia,moderate,7.0,0.2495013466096941,,0.0181527978769225,189.0,-1.5901453713846154,0.1301669600017321
469,11.0,jacarepagua,brazil,none,7.0,0.6981526979832988,,0.0212119039999993,0.0,-0.271483655,0.0520729066733535
470,12.0,imola,italy,none,7.0,0.669695414275375,,0.0194805946769227,12.5,-0.9235830974769232,0.1578087385725007
471,11.0,monaco,monaco,none,6.0,0.6378860677967806,,0.0169354002999997,25.0,-0.4458959327,0.1659901194400053
472,10.0,mexico-city,mexico,none,7.0,0.6059021284724837,,0.0266010903999992,37.5,-0.9572878206769232,0.1279222164743333
473,16.0,phoenix,united-states-of-america,none,7.0,0.5735903139602951,,0.0248244094153839,50.0,-1.0320459086153848,0.1032673024514523
474,15.0,montreal,canada,moderate,6.0,0.5412784994481066,,0.0209450012923072,62.5,-0.6526414539384615,0.0495691736953413
475,12.0,paul-ricard,france,none,7.0,0.5079783696082111,,0.0301939003384597,75.0,-1.2054266795384616,0.038130985364068
476,14.0,silverstone,united-kingdom,none,6.0,0.4917763136693382,,0.0201973981333336,87.5,-0.5077447701,0.0191400816261867
477,14.0,hockenheimring,germany,light,6.0,0.4576142332301594,,0.0168315265846147,100.0,-0.6103752619384616,0.3041845070106082
478,13.0,hungaroring,hungary,light,8.0,0.4253024187179708,,0.0321855955384608,112.5,-0.9963244121538462,0.0431053733307432
479,10.0,spa-francorchamps,belgium,heavy,7.0,0.3996390756677255,,0.0293738155999992,125.0,-0.565663051076923,0.3730653852904441
480,15.0,monza,italy,none,6.0,0.3785470293373584,,0.0207757639384613,137.5,-0.5465088941538462,0.2168811963777018
481,11.0,estoril,portugal,none,6.0,0.3545386470400246,,0.021810764584615,150.0,-1.9479470562769237,0.0964346719547644
482,16.0,jerez,spain,light,9.0,0.3100197113805183,,0.0283910190153837,162.5,-0.6036741242153847,0.0700615977221733
483,15.0,suzuka,japan,moderate,7.0,0.2806603146830743,,0.023424832030769,178.0,-0.7617672654615384,0.1961475594522874
484,18.0,adelaide,australia,heavy,7.0,0.2529772832596875,,0.0170399169846149,190.5,-1.154364298676923,0.071443579339987
485,12.0,phoenix,united-states-of-america,light,9.0,0.6637292836305929,,0.0265489846461532,0.0,-0.3253769322153846,-0.0196600482529015
486,12.0,interlagos,brazil,none,7.0,0.6453523486235232,,0.0171895778153842,12.5,-0.9009843649230772,0.047900218975253
487,13.0,imola,italy,none,6.0,0.6322490630843616,,0.0151978826153844,25.0,-0.3872087330307692,0.1895328000266135
488,18.0,monaco,monaco,heavy,7.0,0.5999454281294011,,0.0197994928615382,37.5,-0.5241234306153846,0.0726544087441015
489,13.0,montreal,canada,heavy,6.0,0.5676417931744404,,0.0258916117538458,50.0,-0.7894003777538462,0.0676515180028736
490,6.0,mexico-city,mexico,heavy,7.0,0.5353381582194798,,0.0181919509230764,62.5,-0.5199252238153846,-0.0349109330307722
491,7.0,paul-ricard,france,none,5.0,0.5030345232645191,,0.0179900860307687,75.0,-0.8089259391384614,-0.0184743884649469
492,11.0,silverstone,united-kingdom,light,6.0,0.4707308883095589,,0.0145172938333332,87.5,-0.4429510501333333,0.0223541589997151
493,13.0,hockenheimring,germany,light,6.0,0.4384272533545982,,0.0189924591384611,100.0,-0.505394650323077,0.242378719387362
494,9.0,hungaroring,hungary,none,6.0,0.4061236183996375,,0.0232751711999997,112.5,-0.4844313160307693,0.013933855463415
495,9.0,spa-francorchamps,belgium,none,5.0,0.3794362493628678,,0.0235875438769228,125.0,-0.4991499520923076,0.1424254900278831
496,12.0,monza,italy,none,6.0,0.3471374477826328,,0.0132061874153842,137.5,-0.5820402915692309,0.1356596420307079
497,10.0,estoril,portugal,light,6.0,0.3148386462023978,,0.0174951095333334,150.0,-0.4543304851,0.0520909267801256
498,15.0,jerez,spain,light,6.0,0.2795381121241838,,0.0190474239999995,162.5,-0.5464789759666667,0.0544287394521868
499,15.0,suzuka,japan,none,6.0,0.2483081848893174,,0.0153306295333334,175.0,-0.2957693241,0.2180066709695556
500,13.0,adelaide,australia,none,6.0,0.2160178417148523,,0.0167014422769227,187.5,-0.6817903073230769,0.0496476277664382
501,14.0,phoenix,united-states-of-america,none,5.0,0.6709089160131715,,0.0226047472923068,0.0,-0.4383060457230769,0.1888146956085004
502,13.0,interlagos,brazil,moderate,7.0,0.6386109105181854,,0.0161741536923073,13.0,-0.4049549823076923,0.0887120070114594
503,12.0,imola,italy,moderate,5.0,0.5672858639496714,,0.0203461119999999,26.0,-0.5412090415666666,0.1922514519138739
504,14.0,monaco,monaco,light,6.0,0.5349878584546852,,0.0202811028923068,39.0,-0.4262752388,0.0846113243718316
505,16.0,montreal,canada,none,6.0,0.5559243429476856,,0.014390848892307,52.0,-0.352679218,0.0354210553687291
506,14.0,mexico-city,mexico,moderate,6.0,0.5236263374526995,,0.0255661880615376,65.0,-0.8423568729538462,0.0124641317160755
507,14.0,magny-cours,france,moderate,6.0,0.4913283319577134,,0.020313730430769,78.0,-0.752130012523077,0.0898637636926326
508,12.0,silverstone,united-kingdom,none,6.0,0.4590303264627273,,0.0161611026769227,91.0,-0.4385107392615385,0.1515555391065299
509,13.0,hockenheimring,germany,none,6.0,0.3853820108217175,,0.0192983063076919,104.0,-0.555499002,0.238788746093928
510,9.0,hungaroring,hungary,none,7.0,0.3530840053267314,,0.0241148324615376,117.0,-0.5849001937230769,0.2265226790977689
511,13.0,spa-francorchamps,belgium,none,7.0,0.3474579542087536,,0.0053419142769227,130.0,-0.5434783282153847,0.1842972875883855
512,10.0,monza,italy,moderate,6.0,0.2979629985359397,,0.0108825430153842,143.0,-0.4556312312923077,0.039423372965219
513,8.0,estoril,portugal,none,6.0,0.2838143957375441,,0.0204764422769228,156.0,-0.6397764536615385,0.0955942991458217
514,9.0,catalunya,spain,moderate,6.0,0.2293586996259782,,0.0160049163384612,169.0,-0.3947898827230769,0.0232786406529292
515,15.0,suzuka,japan,none,5.0,0.227144510203117,,0.0277140695999996,182.0,-0.4796087470461538,0.2494559857903187
516,6.0,adelaide,australia,heavy,6.0,0.2150908381923695,,0.0125749165538461,195.0,-0.4118154659076923,0.0769256030108663
517,13.0,kyalami,south-africa,none,6.0,0.6396198635103936,,0.0146771195384613,0.0,-0.492311412523077,0.1478223962902093
518,13.0,mexico-city,mexico,none,6.0,0.5960237027679861,,0.0218172900923071,13.0,-0.6165204919076923,0.1647590897686829
519,16.0,interlagos,brazil,none,7.0,0.587138644298057,,0.0185043235999995,26.0,-0.7087002809538462,0.1904870096876164
520,14.0,catalunya,spain,light,6.0,0.5518424251636225,,0.0109151705538461,39.0,-0.4591267141384615,0.1815849851064687
521,12.0,imola,italy,none,6.0,0.5195497559275706,,0.0106517854999997,52.0,-0.5228307515,0.1581756076755149
522,14.0,monaco,monaco,none,6.0,0.4872570866915186,,0.0156794926461542,65.0,-0.547207714276923,0.1525342067948449
523,11.0,montreal,canada,light,5.0,0.461113548725505,,0.0222793236,78.0,-1.1396018726153847,0.1235275619925931
524,15.0,magny-cours,france,moderate,5.0,0.4055423124762204,,0.0152109336307688,91.0,-0.4652520997538462,0.1533271645889266
525,9.0,silverstone,united-kingdom,light,6.0,0.4141799576515723,,0.0153410179384612,104.0,-1.019647517169231,0.3475327522622203
526,10.0,hockenheimring,germany,none,6.0,0.3818872884155204,,0.0186670354461533,117.0,-0.6210750788923077,0.2766075986758557
527,15.0,hungaroring,hungary,light,6.0,0.3596571021007819,,0.0146222064333331,130.0,-0.6019336237,0.1679708582347483
528,8.0,spa-francorchamps,belgium,moderate,6.0,0.3278284384592016,,0.0222597470769225,143.0,-0.4757178160307692,0.2660254284029028
529,15.0,monza,italy,none,6.0,0.2762039871510402,,0.018422012866667,156.0,-1.3669757095,0.0922308326221438
530,12.0,estoril,portugal,light,6.0,0.2509252996238595,,0.0099193229538461,169.0,-0.7595208515384616,0.2309835439581292
531,11.0,suzuka,japan,none,6.0,0.2465554341434449,,0.0189663571076917,182.0,-0.3210194776,0.3376249950007309
532,13.0,adelaide,australia,heavy,7.0,0.2142836994616732,,0.0146966960615383,195.0,-0.7486799263692309,0.156530010074622
533,19.0,kyalami,south-africa,light,6.0,0.6410792541248199,,0.0237437302153846,0.0,-0.5184893040923078,0.1414247842139081
534,13.0,interlagos,brazil,heavy,6.0,0.6088075194430482,,0.0104419603000001,13.0,-0.6663253435666667,0.1831565055749165
535,14.0,donington,united-kingdom,moderate,5.0,0.5458792161230662,,0.0137039581333337,26.0,-0.7326222790666668,0.0948382791814594
536,16.0,imola,italy,light,6.0,0.5136074814412945,,0.0125845396666667,39.0,-1.0939582033333335,0.126124663211646
537,10.0,catalunya,spain,none,6.0,0.4813357467595229,,0.0130917925999998,52.0,-0.3199357774,0.3096984313961577
538,11.0,monaco,monaco,none,6.0,0.4490640120777513,,0.0140319415333335,65.0,-0.3809528997666667,0.0895245517822043
539,7.0,montreal,canada,none,6.0,0.4167922773959797,,0.0103457027333335,78.0,-0.9068506979500002,0.1520884783092791
540,9.0,magny-cours,france,none,7.0,0.384520542714208,,0.0109273126,91.0,-1.1041951617333334,0.1277076926852687
541,10.0,silverstone,united-kingdom,heavy,6.0,0.3798444089884408,,0.0088795721739134,104.0,-0.7392444065812913,0.239055532367428
542,9.0,hockenheimring,germany,light,6.0,0.3475726743066691,,0.0122299163384613,117.0,-0.5890476907692308,0.0886001850451115
543,14.0,hungaroring,hungary,none,6.0,0.3153009396248975,,0.0160049163384612,130.0,-0.3832467897846154,0.1102942029061094
544,10.0,spa-francorchamps,belgium,none,7.0,0.2830292049431259,,0.0124271707666664,143.0,-0.2914823722,0.1448130728599379
545,12.0,monza,italy,none,6.0,0.2449187864761044,,0.026711696492307,156.0,-0.4975223124615385,0.1074592537375502
546,10.0,estoril,portugal,none,6.0,0.242013787675187,,0.0084092377846153,169.0,-0.4585107803384616,0.1291457368364705
547,9.0,suzuka,japan,none,6.0,0.2421827002011053,,0.0118336995652172,182.0,-0.2863490717391305,0.022225583226572
548,9.0,adelaide,australia,light,6.0,0.2099202697656805,,0.0036392105928855,195.0,-0.401912455497365,0.0781401345165655
549,14.0,interlagos,brazil,moderate,7.0,0.5817225423304738,,0.0203267814461538,0.0,-0.8702208235076923,0.0584939503304705
550,15.0,aida,japan,none,6.0,0.5724112922714889,,0.0171765267999997,13.0,-0.6846210488307694,0.0629848514140215
551,12.0,imola,italy,light,6.0,0.5643553226523272,2.397989933028298,0.0081506670666665,26.0,-0.6538716743833333,-0.0080358426507135
552,13.0,monaco,monaco,none,7.0,0.5320299905082089,,0.0050203573913043,39.0,-0.2983301797463768,0.0790977551405169
553,15.0,catalunya,spain,none,6.0,0.5072202986330956,2.121440957354367,-0.1150005441666666,52.0,-1.6485226985333337,-0.0067978827374046
554,10.0,montreal,canada,heavy,7.0,0.4910970041836267,1.5479122617337095,0.0128807637230767,65.0,-0.6265648838153847,-0.0070846563439598
555,15.0,magny-cours,france,light,6.0,0.478762365924322,1.8792017130008196,0.0127180518769227,78.0,-0.7994458691999999,-0.0105762506163329
556,9.0,silverstone,united-kingdom,none,6.0,0.424093675503618,2.298006928390751,0.0121735443000006,91.0,-0.6564918152000001,0.0137008355205196
557,18.0,hockenheimring,germany,none,7.0,0.3918139657535491,2.41005659682812,0.012203814307692,104.0,-0.3002245099538462,0.0539187932082014
558,12.0,hungaroring,hungary,moderate,8.0,0.3682470577724076,2.21827027147777,0.0114098315999995,117.0,-0.5582831350461539,0.1077790139956645
559,12.0,spa-francorchamps,belgium,moderate,7.0,0.324497553971215,1.998079771320258,0.0281895799692308,130.0,-0.0680973435384615,-0.0534434776643489
560,16.0,monza,italy,none,8.0,0.3418280944738655,1.7330770753768008,0.0150482217846149,143.0,-0.5814086147076923,0.0151740172058393
561,9.0,estoril,portugal,light,7.0,0.2834557599922441,1.9784964255641424,0.0169942384307686,156.0,-0.7313660587076923,-0.0424989860723108
562,7.0,jerez,spain,none,8.0,0.272974072041648,1.856763185580684,0.007426244584615,169.0,-0.675439221076923,-0.0376974551670711
563,13.0,suzuka,japan,heavy,6.0,0.2609720182491633,1.4355778405336288,0.0137008484615382,182.0,-0.4681855719384616,-0.0511024368581089
564,14.0,adelaide,australia,none,6.0,0.2476811885583422,1.6287206983430118,0.0137334759999997,195.0,-0.6799741611692307,0.0016130015825077
565,15.0,interlagos,brazil,light,6.0,0.714057316621399,2.526506754116267,0.0061887927272727,0.0,-0.2448772407134387,-0.0309009029589107
566,14.0,buenos-aires,argentina,heavy,7.0,0.6817855819396275,2.105406133978238,0.0116311451333335,13.0,-0.2210829427333333,-0.0084799497110585
567,10.0,imola,italy,moderate,5.0,0.6909932123788364,1.4687611073212854,0.0113837295692307,26.0,-0.1738547434615384,-0.0042903816442574
568,10.0,catalunya,spain,none,5.0,0.6510233673392002,1.128940690392079,0.0085835630666662,39.0,-0.1992750367666666,0.0327267286431099
569,13.0,monaco,monaco,none,6.0,0.5522066888552936,1.428895953223263,0.0064547452173915,52.0,-0.1812890286956522,0.0676365933705613
570,15.0,montreal,canada,moderate,5.0,0.5208967378512431,1.2520992356025793,0.0041349997826088,65.0,-0.2985881501449275,-0.0120740989005537
571,7.0,magny-cours,france,moderate,6.0,0.488634307415818,3.0821959691370315,0.0024423306060603,78.0,-0.2110287825597591,0.0186869421636034
572,12.0,silverstone,united-kingdom,light,5.0,0.4521999267394926,1.744778887592244,0.0071323964130436,91.0,-0.1349511211594203,-0.0746148351206738
573,15.0,hockenheimring,germany,none,5.0,0.4395801490174528,0.8633766750212064,0.0091553571739128,104.0,-0.1637950407608695,-0.0342193597027574
574,11.0,hungaroring,hungary,none,6.0,0.403445830285811,1.7904388083801104,-0.0019681822826086,117.0,-0.2061256950362319,0.1174772855495699
575,10.0,spa-francorchamps,belgium,moderate,7.0,0.3711833998503862,1.707562377644124,0.0117596105434775,130.0,-0.1709264836594203,0.0884633016620206
576,12.0,monza,italy,light,6.0,0.3389209694149613,1.5140228231999768,0.0011474134285712,143.0,-0.291934706995671,-0.0209671915529131
577,7.0,estoril,portugal,none,6.0,0.3316465051959127,1.3165463681891432,0.0075305360869568,156.0,-0.2383179019927536,0.0054887982853595
578,9.0,nurburgring,germany,light,6.0,0.3405966715440772,1.0132359398744744,0.0052948725000001,169.0,-0.4177704685869565,-0.0176974493417082
579,7.0,aida,japan,none,7.0,0.2834252705505221,0.9200073085262545,0.0057375513043479,182.0,-0.2745619726449275,-0.045061144906284
580,11.0,suzuka,japan,heavy,6.0,0.2948492606023698,1.0918016561223112,0.0058579939130437,195.0,-0.2625025678656127,0.2142094934977012
581,14.0,adelaide,australia,none,6.0,0.2448299692072353,1.0914712584365598,0.0021764214285713,208.0,-0.237428021082251,-0.0322409992762923
582,8.0,melbourne,australia,none,7.0,0.6144494187225972,1.0357002217854778,-0.0006353866666666,0.0,-0.5162191355555555,0.0770776160133273
583,10.0,interlagos,brazil,moderate,6.0,0.5836699562891242,0.9218677095471384,0.0025561089999996,13.0,-0.5155887281341992,0.0031460762087174
584,12.0,buenos-aires,argentina,none,6.0,0.5514185217812003,1.5759246480276037,0.0056406810822509,26.0,-0.5052598406493507,-0.0211020199225983
585,5.0,nurburgring,germany,light,6.0,0.5206390593477278,1.7809187259587558,-0.0010688661052634,39.0,-0.6874007960526315,0.0368538895905507
586,10.0,imola,italy,none,7.0,0.4883876248398037,1.4351684704466932,0.0014933797142858,52.0,-0.7052163155714286,-0.0087394660047125
587,14.0,monaco,monaco,heavy,6.0,0.4561361903318796,0.7369086525327031,0.0007182445714286,65.0,-0.7809392345238095,-0.0110970445731637
588,13.0,catalunya,spain,heavy,7.0,0.4238847558239554,1.3374681997904745,-0.001647693105263,78.0,-0.4343584428421053,0.0581201771719227
589,14.0,montreal,canada,none,5.0,0.3916333213160313,1.095621797606313,0.0017006045454544,91.0,-0.5624387028571429,-0.0661899965685424
590,8.0,magny-cours,france,none,6.0,0.3593818868081072,1.264304171811526,-0.0105794554285712,104.0,-0.3838427958095238,-0.0184481764820269
591,9.0,silverstone,united-kingdom,light,5.0,0.3271304523001831,1.5649016531429465,-0.0026258338421052,117.0,-0.2750873778421052,0.0444410290947966
592,6.0,hockenheimring,germany,light,5.0,0.3310329718082464,1.2782105955717964,-0.0040276311695908,130.0,-0.1925162442690058,-0.015528483571711
593,10.0,hungaroring,hungary,none,5.0,0.2987947324133232,1.0593306177268025,-0.0013641782631576,143.0,-0.3354228191578947,0.0450144588574386
594,9.0,spa-francorchamps,belgium,light,5.0,0.2665564930184001,1.4977438385400568,-0.0052731019298243,156.0,-0.2311609616081871,0.0401698481881142
595,10.0,monza,italy,none,5.0,0.2343182536234769,1.6484498200163116,0.0005299320526317,169.0,-0.4342374204210526,-0.0094724312867169
596,4.0,estoril,portugal,none,5.0,0.2020800142285537,1.1502888492496628,-0.0027202073684207,182.0,-0.5426588228947369,0.0056986543200731
597,6.0,suzuka,japan,heavy,6.0,0.1698417748336305,1.050506919912223,-0.0094135424561401,195.0,-0.3875377724561404,0.0502433498580313
598,11.0,melbourne,australia,none,6.0,0.5775374127737717,1.1704521359023934,0.0023648734285713,0.0,-0.3440074858095238,0.1605543247169033
599,3.0,interlagos,brazil,light,7.0,0.5656343852421687,1.685726388270723,0.0025626869999998,13.0,-1.4605985930476193,-0.0506955155788075
600,12.0,buenos-aires,argentina,none,7.0,0.5333829507342448,1.9998768379086127,0.0059134437229432,26.0,-0.5607646267965369,0.058992064204332
601,10.0,imola,italy,heavy,6.0,0.5011315162263205,1.4599463338159016,0.0008131215714283,39.0,-0.3742183305714285,-0.0162657868347587
602,12.0,monaco,monaco,moderate,7.0,0.4688800817183965,0.931916329920202,0.0062073536363644,52.0,-0.5407192792640693,-0.0593228001696984
603,7.0,catalunya,spain,light,6.0,0.4100845301726949,1.6760085028805725,0.0044017952380953,65.0,-0.6758004092640693,0.0200629940604909
604,11.0,montreal,canada,none,7.0,0.376335955999543,1.4152750910976646,0.006865273116883,78.0,-2.07994984482684,-0.067264495144716
605,10.0,magny-cours,france,heavy,6.0,0.3575593281060518,1.2485729094312268,0.0044017952380953,91.0,-0.5950618192207793,-0.0986764502546954
606,11.0,silverstone,united-kingdom,light,6.0,0.3253078935981277,1.431498496190032,-0.0024881140259738,104.0,-0.4705970377922078,-0.1008962392863782
607,11.0,hockenheimring,germany,light,5.0,0.2989492148049379,1.232912035143762,0.0040238831168837,117.0,-0.5789026683549784,-0.0530212185891909
608,9.0,hungaroring,hungary,none,6.0,0.2911690380519973,1.4893654155363754,0.0046576002597402,130.0,-0.8726141561471863,-0.0190733020616035
609,6.0,spa-francorchamps,belgium,light,6.0,0.2589176035440732,1.19426419551815,0.0077818570562774,143.0,-0.4939664253679654,0.0080154089062479
610,8.0,monza,italy,heavy,5.0,0.2266661690361491,,0.0017985093073591,156.0,-0.7403080858874459,-0.0919733969959167
611,7.0,spielberg,austria,none,6.0,0.194414734528225,1.2849730904050962,0.0021933718571438,169.0,-1.627303322952381,-0.0815762508931116
612,12.0,nurburgring,germany,none,6.0,0.1691252749226915,1.091783296116353,0.0027922419913419,182.0,-1.0895975295021647,-0.0680317525577759
613,7.0,suzuka,japan,none,7.0,0.1368738404147673,1.435499199106556,0.001137220571429,195.0,-1.4560044266666667,-0.0859562455437239
614,5.0,jerez,spain,light,6.0,0.0889829805985688,1.2324846334935302,0.0071871837662339,208.0,-0.9621287016017316,-0.0732858242443698
615,13.0,melbourne,australia,none,6.0,0.5279428847713993,1.6279885086151968,-0.0017650278787877,0.0,-0.2532159112121212,0.0543629411619319
616,10.0,interlagos,brazil,heavy,6.0,0.4956914502634751,1.2042198803476638,0.0024143298701299,13.0,-1.0275122715584415,-0.0004240670171207
617,7.0,buenos-aires,argentina,heavy,5.0,0.4634400157555512,1.6781156559844874,0.0037019724675326,26.0,-0.3039687606060606,0.005789837915325
618,11.0,imola,italy,none,5.0,0.4311885812476269,2.133403859469792,0.0042478890043291,39.0,-0.5003673347619048,-0.0015635593276808
619,5.0,catalunya,spain,none,7.0,0.3989371467397028,1.935608995208196,0.001075885285714,52.0,-0.9368894390952384,0.0923885944417381
620,9.0,monaco,monaco,light,7.0,0.3666857122317787,1.8782693324028243,0.0008978057142858,65.0,-0.450881764,0.0758058872321377
621,12.0,montreal,canada,light,6.0,0.3344342777238546,1.981594615020441,0.0033871109090909,78.0,-0.5939217024242425,-0.015606623400099
622,5.0,magny-cours,france,none,5.0,0.3140656025090047,1.856455824534332,0.0033031087012985,91.0,-0.7511192957142857,-0.0229190202927114
623,13.0,silverstone,united-kingdom,light,6.0,0.2818141680010806,1.7905645219416642,0.0058995411688311,104.0,-0.2971729141125541,0.045472439058716
624,10.0,spielberg,austria,moderate,9.0,0.2495627334931566,1.737579174100201,0.0102036272727275,117.0,-0.6473769285281386,0.0614052127378608
625,5.0,hockenheimring,germany,moderate,5.0,0.2173112989852325,1.5595336484204485,0.0005087565714283,130.0,-0.4147413528571428,-0.0305213701539698
626,5.0,hungaroring,hungary,none,5.0,0.1850598644773083,1.7534256898644207,0.0006817397142855,143.0,-0.4569416140952381,0.0458676460938855
627,10.0,spa-francorchamps,belgium,moderate,6.0,0.1528084299693842,1.6144386312507324,-0.0050825576470587,156.0,-0.4142103024183007,0.0239980950527044
628,9.0,monza,italy,light,7.0,0.1205569954614601,1.561910104981282,0.006319356580087,169.0,-0.3145815795238095,-0.0266791416295308
629,5.0,nurburgring,germany,light,5.0,0.088305560953536,1.6509329287161985,0.0027362405194804,182.0,-0.5237537751082252,-0.0547973419477557
630,9.0,suzuka,japan,none,5.0,0.056054126445612,1.679573739748704,0.0005686102857143,195.0,-0.375876483952381,0.0837521622531106
631,13.0,melbourne,australia,none,6.0,0.5237656947489826,1.5501396840683297,0.001297047714286,0.0,-0.9763370176190476,0.0300508862973746
632,12.0,interlagos,brazil,none,5.0,0.4848060375117621,1.7157923549939813,-0.0037413301428569,13.0,-0.7432512569523809,0.0062998266496841
633,11.0,imola,italy,none,6.0,0.4778791829728142,1.4138231530733136,0.0040029314718618,26.0,-0.7599918392857143,-0.0012635508143949
634,13.0,monaco,monaco,light,7.0,0.44562774846489,1.6796473397369738,0.0046957051515156,39.0,-0.5407244248701298,-0.0384901211956128
635,9.0,catalunya,spain,none,8.0,0.4133763139569658,1.7358997830362854,0.004548848008658,52.0,-1.1099163313852816,-0.0473710599538959
636,11.0,montreal,canada,none,7.0,0.368396410507168,1.5796144240096546,0.0027223379653677,65.0,-0.5972354512554112,-0.0197785388496657
637,10.0,magny-cours,france,heavy,8.0,0.3361449759992438,1.4687043741790695,0.0071330602164501,78.0,-0.9810000846753248,0.1337502064288162
638,5.0,silverstone,united-kingdom,none,7.0,0.3038935414913198,1.6762813634794145,0.001636436,91.0,-0.414054731047619,0.038265344809481
639,7.0,spielberg,austria,light,7.0,0.2813137726221663,1.508005988277476,0.0042758897402603,104.0,-1.3882219477056277,0.0351532386490991
640,11.0,hockenheimring,germany,none,6.0,0.2490623381142422,1.6088266961379232,0.0037579739393939,117.0,-0.5404756382251082,-0.02446180228858
641,5.0,hungaroring,hungary,light,6.0,0.216810903606318,1.6973963875041902,0.0051016180086587,130.0,-1.7064695013419915,-0.0495757606475503
642,6.0,spa-francorchamps,belgium,none,5.0,0.1845594690983938,1.7386396370248467,0.003275107965368,143.0,-0.3997613436363637,0.0138934934713158
643,11.0,monza,italy,none,6.0,0.1523080345904698,1.4900908036818534,0.0034151116450216,156.0,-0.8848705242857142,-0.0179129024486193
644,12.0,nurburgring,germany,moderate,7.0,0.1200566000825457,1.7308236155799643,0.0072292826839823,169.0,-0.9140972643722944,-0.0698677980642629
645,10.0,sepang,malaysia,moderate,7.0,0.086914581947941,1.9062977567026107,0.0014284295714289,182.0,-0.4393323626190476,0.0620100576480012
646,8.0,suzuka,japan,heavy,7.0,0.0546631474400169,1.664380735898907,0.004184838441559,195.0,-0.6956573103030302,0.0434926908558835
647,12.0,melbourne,australia,none,7.0,0.5138136953657416,1.914400512410599,0.0070822299134197,0.0,-1.179811290995671,-0.030242758344509
648,9.0,interlagos,brazil,light,7.0,0.4815622608578174,1.7637243964795204,-0.0014130732105265,13.0,-0.8813498521578949,-0.0238171664378007
649,7.0,imola,italy,light,7.0,0.4493108263498934,1.858449674225629,0.0044368450649349,26.0,-0.755787196017316,-0.0085467033036549
650,5.0,silverstone,united-kingdom,light,7.0,0.4170593918419694,2.271403835438716,0.009174453506493,39.0,-0.3568137438961039,-0.0279087574707922
651,5.0,catalunya,spain,light,6.0,0.3848079573340452,2.112199180807893,-0.0088438932034632,52.0,-1.0216038588311689,-0.0188964245510574
652,9.0,nurburgring,germany,moderate,7.0,0.352556522826121,1.838126205988142,0.0009576594285709,65.0,-0.9995566371904764,-0.0374634513022374
653,11.0,monaco,monaco,none,7.0,0.3203050883181969,1.465737611671361,0.0004788297142854,78.0,-0.6730054784761905,-0.0472332759489997
654,6.0,montreal,canada,light,6.0,0.2880536538102729,1.793936275171622,0.0051997183982684,91.0,-1.0755796590476192,-0.0175611362454137
655,7.0,magny-cours,france,heavy,6.0,0.2558022193023487,1.8611809712891945,0.0033800618181818,104.0,-1.0761659277489175,-0.0293563967736936
656,10.0,spielberg,austria,none,7.0,0.2187808340390538,1.8113163142357436,0.0010474400000002,117.0,-1.385094055857143,-0.002210034578979
657,10.0,hockenheimring,germany,moderate,7.0,0.1927713223609521,1.89267757169752,0.0105815393939394,130.0,-0.3442211628571429,0.058552974834624
658,6.0,hungaroring,hungary,light,7.0,0.160519887853028,1.8639702384677557,0.0037160706493507,143.0,-0.740993827857143,-0.0183543401084313
659,5.0,spa-francorchamps,belgium,moderate,6.0,0.1282684533451039,1.8313042992042257,0.0032541563203463,156.0,-0.6012052667099568,0.0113986623023432
660,10.0,monza,italy,none,7.0,0.0960170188371798,1.7719398296282012,0.0076349999134205,169.0,-0.9014719649783552,-0.0584435451774587
661,10.0,indianapolis,united-states-of-america,heavy,6.0,0.0637655843292557,1.719668471044579,0.0050597147186148,182.0,-1.0024318663203464,-0.0376690279485584
662,7.0,suzuka,japan,heavy,6.0,0.0315141498213316,1.692390903111611,0.0033800618181818,195.0,-0.7172780940692641,-0.0231988723923343
663,9.0,sepang,malaysia,light,7.0,-0.0007372846865924,1.7082052053927632,0.0045137981818185,208.0,-0.7942049262770563,-0.0112771531807923
664,8.0,melbourne,australia,none,6.0,0.4667806165517298,2.0739437243951846,0.004324842121212,0.0,-0.5836437582683983,-0.016839984563331
