raceId,fpClusterMean,qualsClusterMean,paceClusterMean,clusterMeanWeightedSum
512,0.13846153846153847,0.04923076923076923,0.3476923076923077,-0.45563123129230776
513,0.2,0.09846153846153846,0.3076923076923077,-0.6397764536615385
514,0.11538461538461539,0.08615384615384615,0.17384615384615384,-0.39478988272307697
515,0.11692307692307692,0.07076923076923076,0.6030769230769231,-0.47960874704615386
516,0.08615384615384615,0.12923076923076923,0.39384615384615385,-0.41181546590769236
517,0.14153846153846153,0.08615384615384615,0.3292307692307692,-0.492311412523077
518,0.16,0.12307692307692308,0.5384615384615384,-0.6165204919076923
519,0.18769230769230769,0.09230769230769231,0.7784615384615384,-0.7087002809538462
520,0.13538461538461538,0.05076923076923077,0.39076923076923076,-0.4591267141384615
521,0.15666666666666668,0.06461538461538462,0.39,-0.5228307515
522,0.15692307692307692,0.08923076923076922,0.39692307692307693,-0.547207714276923
523,0.38153846153846155,0.11692307692307692,0.5107692307692308,-1.1396018726153847
524,0.1076923076923077,0.09538461538461539,0.5384615384615384,-0.4652520997538462
525,0.3230769230769231,0.12,0.5938461538461538,-1.019647517169231
526,0.20615384615384616,0.04923076923076923,0.3569230769230769,-0.6210750788923077
527,0.18666666666666668,0.07692307692307693,0.37,-0.6019336237
528,0.1723076923076923,0.03076923076923077,0.14461538461538462,-0.47571781603076924
529,0.45666666666666667,0.18769230769230769,0.43,-1.3669757095000001
530,0.24615384615384617,0.1076923076923077,0.3076923076923077,-0.7595208515384616
531,0.07076923076923076,0.09846153846153846,0.27692307692307694,-0.3210194776
532,0.2276923076923077,0.08923076923076922,0.5353846153846153,-0.7486799263692309
533,0.14153846153846153,0.06461538461538462,0.5353846153846153,-0.5184893040923078
534,0.19666666666666666,0.11333333333333333,0.4033333333333333,-0.6663253435666667
535,0.21,0.12333333333333334,0.5166666666666667,-0.7326222790666668
536,0.37333333333333335,0.09666666666666666,0.4766666666666667,-1.0939582033333335
537,0.08,0.08,0.24666666666666667,-0.3199357774
538,0.10333333333333333,0.05333333333333334,0.37666666666666665,-0.3809528997666667
539,0.315,0.065,0.39666666666666667,-0.9068506979500002
540,0.35833333333333334,0.13666666666666666,0.5233333333333333,-1.1041951617333334
541,0.21739130434782608,0.07333333333333333,0.6699604743083004,-0.7392444065812913
542,0.1753846153846154,0.08923076923076922,0.38461538461538464,-0.5890476907692308
543,0.12307692307692308,0.05846153846153846,0.15076923076923077,-0.38324678978461546
544,0.09333333333333334,0.03,0.17666666666666667,-0.2914823722
545,0.12,0.08615384615384615,0.5876923076923077,-0.4975223124615385
546,0.15076923076923077,0.033846153846153845,0.28923076923076924,-0.4585107803384616
547,0.07608695652173914,0.07065217391304347,0.17572463768115942,-0.2863490717391305
548,0.11067193675889328,0.06884057971014493,0.32806324110671936,-0.401912455497365
549,0.27384615384615385,0.12307692307692308,0.4430769230769231,-0.8702208235076923
550,0.2153846153846154,0.11076923076923077,0.2923076923076923,-0.6846210488307694
551,0.19833333333333333,0.03666666666666667,0.6416666666666667,-0.6538716743833333
552,0.08695652173913043,0.057971014492753624,0.16304347826086957,-0.2983301797463768
553,0.6111111111111112,0.08307692307692308,0.4444444444444444,-1.6485226985333337
554,0.1723076923076923,0.08923076923076922,0.5876923076923077,-0.6265648838153847
555,0.25384615384615383,0.08307692307692308,0.5046153846153846,-0.7994458691999999
556,0.19666666666666666,0.07384615384615385,0.52,-0.6564918152000001
557,0.07076923076923076,0.05846153846153846,0.34615384615384615,-0.3002245099538462
558,0.12307692307692308,0.09846153846153846,0.7784615384615384,-0.5582831350461539
559,0.018461538461538463,0.021538461538461538,0.018461538461538463,-0.06809734353846154
560,0.15076923076923077,0.12923076923076923,0.4553846153846154,-0.5814086147076923
561,0.2153846153846154,0.05846153846153846,0.7169230769230769,-0.7313660587076923
562,0.17846153846153845,0.12615384615384614,0.5907692307692308,-0.675439221076923
563,0.13846153846153847,0.10461538461538461,0.17846153846153845,-0.4681855719384616
564,0.20307692307692307,0.06461538461538462,0.5938461538461538,-0.6799741611692307
565,0.07114624505928854,0.05,0.12648221343873517,-0.24487724071343878
566,0.07,0.02666666666666667,0.12666666666666668,-0.22108294273333337
567,0.055384615384615386,0.018461538461538463,0.10615384615384615,-0.17385474346153848
568,0.06,0.03333333333333333,0.11,-0.19927503676666666
569,0.05434782608695652,0.021739130434782608,0.13768115942028986,-0.1812890286956522
570,0.09782608695652174,0.03985507246376811,0.11956521739130435,-0.29858815014492757
571,0.06493506493506493,0.014492753623188406,0.18614718614718614,-0.2110287825597591
572,0.03985507246376811,0.014492753623188406,0.11594202898550725,-0.1349511211594203
573,0.036231884057971016,0.05434782608695652,0.12318840579710146,-0.16379504076086956
574,0.06159420289855073,0.028985507246376812,0.14130434782608695,-0.2061256950362319
575,0.043478260869565216,0.057971014492753624,0.06159420289855073,-0.17092648365942031
576,0.1,0.030303030303030304,0.10476190476190476,-0.29193470699567103
577,0.06521739130434782,0.03985507246376811,0.2028985507246377,-0.23831790199275366
578,0.14492753623188406,0.03260869565217391,0.17391304347826086,-0.41777046858695654
579,0.07608695652173914,0.06159420289855073,0.15942028985507245,-0.27456197264492754
580,0.08300395256916997,0.05138339920948617,0.07114624505928854,-0.2625025678656127
581,0.0735930735930736,0.021645021645021644,0.18181818181818182,-0.23742802108225108
582,0.15204678362573099,0.0935672514619883,0.29239766081871343,-0.5162191355555555
583,0.1380952380952381,0.06060606060606061,0.5761904761904761,-0.5155887281341992
584,0.15584415584415584,0.03896103896103896,0.42424242424242425,-0.5052598406493507
585,0.16842105263157894,0.20526315789473684,0.43157894736842106,-0.6874007960526315
586,0.23333333333333334,0.04285714285714286,0.4666666666666667,-0.7052163155714286
587,0.24285714285714285,0.10476190476190476,0.4523809523809524,-0.7809392345238095
588,0.12105263157894737,0.06842105263157895,0.3631578947368421,-0.4343584428421053
589,0.18181818181818182,0.05194805194805195,0.3463203463203463,-0.5624387028571429
590,0.08095238095238096,0.047619047619047616,0.6571428571428571,-0.38384279580952385
591,0.07894736842105263,0.03684210526315789,0.23157894736842105,-0.27508737784210524
592,0.04093567251461988,0.029239766081871343,0.30409356725146197,-0.19251624426900588
593,0.07894736842105263,0.08947368421052632,0.2894736842105263,-0.33542281915789474
594,0.05847953216374269,0.07602339181286549,0.09649122807017543,-0.23116096160818714
595,0.14736842105263157,0.02631578947368421,0.24736842105263157,-0.4342374204210526
596,0.17894736842105263,0.06842105263157895,0.22105263157894736,-0.5426588228947369
597,0.1286549707602339,0.03508771929824561,0.2046783625730994,-0.3875377724561404
598,0.10952380952380952,0.03333333333333333,0.22380952380952382,-0.34400748580952384
599,0.49523809523809526,0.09523809523809523,0.8095238095238095,-1.4605985930476193
600,0.1774891774891775,0.06060606060606061,0.35064935064935066,-0.5607646267965369
601,0.12142857142857143,0.05714285714285714,0.13333333333333333,-0.37421833057142856
602,0.13852813852813853,0.0735930735930736,0.6320346320346321,-0.5407192792640693
603,0.22077922077922077,0.06060606060606061,0.39826839826839827,-0.6758004092640693
604,0.7402597402597403,0.10173160173160173,0.9090909090909091,-2.07994984482684
605,0.1774891774891775,0.1038961038961039,0.329004329004329,-0.5950618192207793
606,0.11471861471861472,0.11688311688311688,0.39826839826839827,-0.47059703779220785
607,0.1341991341991342,0.06060606060606061,0.9047619047619048,-0.5789026683549784
608,0.3116883116883117,0.05411255411255411,0.3225108225108225,-0.8726141561471863
609,0.1645021645021645,0.06060606060606061,0.19047619047619047,-0.4939664253679654
610,0.20346320346320346,0.11255411255411256,0.6666666666666666,-0.7403080858874459
611,0.5142857142857142,0.24761904761904763,0.7333333333333333,-1.627303322952381
612,0.35714285714285715,0.16017316017316016,0.37445887445887444,-1.0895975295021647
613,0.5095238095238095,0.09047619047619047,0.6523809523809524,-1.4560044266666667
614,0.30735930735930733,0.09956709956709957,0.5887445887445888,-0.9621287016017315
615,0.0735930735930736,0.047619047619047616,0.1471861471861472,-0.2532159112121212
616,0.3593073593073593,0.06493506493506493,0.4588744588744589,-1.0275122715584415
617,0.08225108225108226,0.05627705627705628,0.24675324675324675,-0.3039687606060606
618,0.1645021645021645,0.04329004329004329,0.29004329004329005,-0.5003673347619048
619,0.29523809523809524,0.10476190476190476,0.5857142857142857,-0.9368894390952383
620,0.11904761904761904,0.12857142857142856,0.21428571428571427,-0.450881764
621,0.15367965367965367,0.1471861471861472,0.4069264069264069,-0.5939217024242425
622,0.24242424242424243,0.06493506493506493,0.48484848484848486,-0.7511192957142857
623,0.08658008658008658,0.05627705627705628,0.16883116883116883,-0.29717291411255414
624,0.19047619047619047,0.04329004329004329,0.670995670995671,-0.6473769285281386
625,0.10952380952380952,0.1,0.2714285714285714,-0.41474135285714286
626,0.1380952380952381,0.0761904761904762,0.24761904761904763,-0.45694161409523815
627,0.1437908496732026,0.032679738562091505,0.16993464052287582,-0.4142103024183007
628,0.06926406926406926,0.09956709956709957,0.2597402597402597,-0.31458157952380955
629,0.1471861471861472,0.09956709956709957,0.354978354978355,-0.5237537751082252
630,0.10952380952380952,0.047619047619047616,0.30952380952380953,-0.375876483952381
631,0.34285714285714286,0.06666666666666667,0.4,-0.9763370176190477
632,0.24285714285714285,0.11904761904761904,0.22380952380952382,-0.7432512569523809
633,0.24242424242424243,0.05194805194805195,0.577922077922078,-0.7599918392857143
634,0.12987012987012986,0.09090909090909091,0.6558441558441559,-0.5407244248701298
635,0.3484848484848485,0.1341991341991342,0.6666666666666666,-1.1099163313852816
636,0.18181818181818182,0.06926406926406926,0.4329004329004329,-0.5972354512554112
637,0.31601731601731603,0.03896103896103896,0.8268398268398268,-0.9810000846753247
638,0.11428571428571428,0.06666666666666667,0.3523809523809524,-0.41405473104761903
639,0.4329004329004329,0.1774891774891775,0.8268398268398268,-1.3882219477056277
640,0.14935064935064934,0.09956709956709957,0.4069264069264069,-0.5404756382251082
641,0.6017316017316018,0.11255411255411256,0.6883116883116883,-1.7064695013419917
642,0.09956709956709957,0.12987012987012986,0.19047619047619047,-0.3997613436363637
643,0.30735930735930733,0.06493506493506493,0.38095238095238093,-0.8848705242857142
644,0.2987012987012987,0.08225108225108226,0.5367965367965368,-0.9140972643722944
645,0.1261904761904762,0.10952380952380952,0.1619047619047619,-0.4393323626190476
646,0.23809523809523808,0.09307359307359307,0.16666666666666666,-0.6956573103030302
647,0.41125541125541126,0.06926406926406926,0.5627705627705628,-1.179811290995671
648,0.22105263157894736,0.3,0.3473684210526316,-0.8813498521578949
649,0.21645021645021645,0.19047619047619047,0.27705627705627706,-0.755787196017316
650,0.06926406926406926,0.1038961038961039,0.4329004329004329,-0.3568137438961039
651,0.2943722943722944,0.14285714285714285,0.8225108225108225,-1.0216038588311689
652,0.2857142857142857,0.18095238095238095,0.6619047619047619,-0.9995566371904763
653,0.20476190476190476,0.09523809523809523,0.41904761904761906,-0.6730054784761905
654,0.341991341991342,0.10822510822510822,0.6883116883116883,-1.0755796590476192
655,0.3246753246753247,0.12121212121212122,0.8268398268398268,-1.0761659277489177
656,0.4666666666666667,0.14285714285714285,0.5857142857142857,-1.385094055857143
657,0.07792207792207792,0.05194805194805195,0.4935064935064935,-0.3442211628571429
658,0.19913419913419914,0.06493506493506493,0.9112554112554112,-0.740993827857143
659,0.17316017316017315,0.12121212121212122,0.3333333333333333,-0.6012052667099568
660,0.2510822510822511,0.12554112554112554,0.8225108225108225,-0.9014719649783551
661,0.3116883116883117,0.10822510822510822,0.6883116883116883,-1.0024318663203464
662,0.22943722943722944,0.08658008658008658,0.3852813852813853,-0.7172780940692641
663,0.23809523809523808,0.11255411255411256,0.5324675324675324,-0.7942049262770563
664,0.19047619047619047,0.06926406926406926,0.27705627705627706,-0.5836437582683983
665,0.21645021645021645,0.021645021645021644,0.3203463203463203,-0.6129263374458874
666,0.21212121212121213,0.11255411255411256,0.329004329004329,-0.6864768201731603
667,0.16883116883116883,0.03896103896103896,0.33766233766233766,-0.5174471933766234
668,0.16017316017316016,0.1038961038961039,0.3593073593073593,-0.559969675974026
669,0.1038961038961039,0.12121212121212122,0.2987012987012987,-0.4263456313852814
670,0.09523809523809523,0.06926406926406926,0.19480519480519481,-0.33554707917748916
671,0.1761904761904762,0.12987012987012986,0.2714285714285714,-0.6026369531038962
672,0.22510822510822512,0.08225108225108226,0.3939393939393939,-0.7048358177489178
673,0.19285714285714287,0.05238095238095238,0.44761904761904764,-0.6118954654761906
674,0.44761904761904764,0.05714285714285714,0.3047619047619048,-1.1995422394285715
675,0.18614718614718614,0.0735930735930736,0.2943722943722944,-0.5809351756277057
676,0.19480519480519481,0.0735930735930736,0.41774891774891776,-0.6291399693290044
677,0.05627705627705628,0.021645021645021644,0.38961038961038963,-0.24161736549783552
678,0.08225108225108226,0.08658008658008658,0.5281385281385281,-0.3936056222510823
679,0.16883116883116883,0.13852813852813853,0.5194805194805194,-0.6475882869264069
680,0.15584415584415584,0.05627705627705628,0.5562770562770563,-0.5501164822294373
681,0.12554112554112554,0.04329004329004329,0.17316017316017315,-0.3804518759307359
682,0.19047619047619047,0.06926406926406926,0.3116883116883117,-0.5913084387878789
683,0.22943722943722944,0.09523809523809523,0.9090909090909091,-0.8410239104761905
684,0.3238095238095238,0.05714285714285714,0.3380952380952381,-0.9080585127142858
685,0.2573099415204678,0.14035087719298245,0.8947368421052632,-0.9458618173684211
686,0.33766233766233766,0.23809523809523808,0.47186147186147187,-1.1344885743722946
687,0.1341991341991342,0.1038961038961039,0.26406926406926406,-0.4761936964935065
688,0.41125541125541126,0.12554112554112554,0.6147186147186147,-1.242122214848485
689,0.17316017316017315,0.047619047619047616,0.9090909090909091,-0.6621816301731602
690,0.19607843137254902,0.19047619047619047,0.3006535947712418,-0.7118347122128852
691,0.07516339869281045,0.11764705882352941,0.6830065359477124,-0.4388229622549019
692,0.3476190476190476,0.13333333333333333,0.5142857142857142,-1.0733200478095237
693,0.4868421052631579,0.13157894736842105,0.37894736842105264,-1.3778505650000001
694,0.2736842105263158,0.07894736842105263,0.4,-0.8204505961578948
695,0.21578947368421053,0.16842105263157894,0.4421052631578947,-0.770806385263158
696,0.29239766081871343,0.15263157894736842,0.7017543859649122,-0.9989373778771931
697,0.16374269005847952,0.08187134502923976,0.38596491228070173,-0.5545991869005849
698,0.4842105263157895,0.07368421052631578,0.631578947368421,-1.3751355384210526
699,0.21637426900584794,0.14035087719298245,0.49122807017543857,-0.7577445192982456
700,0.2,0.12368421052631579,0.7210526315789474,-0.7540345443421054
701,0.25263157894736843,0.08947368421052632,0.6368421052631579,-0.831553930631579
702,0.17894736842105263,0.11052631578947368,0.46842105263157896,-0.6354236718947369
703,0.347953216374269,0.10526315789473684,0.4239766081871345,-1.028794456754386
704,0.1111111111111111,0.1111111111111111,0.3391812865497076,-0.4436002641520468
705,0.11052631578947368,0.14736842105263157,0.2789473684210526,-0.46159540510526315
706,0.25263157894736843,0.031578947368421054,0.38421052631578945,-0.723367557631579
707,0.17647058823529413,0.08421052631578947,0.34967320261437906,-0.5794028765603716
708,0.43157894736842106,0.02631578947368421,0.5,-1.176198545894737
709,0.17894736842105263,0.08421052631578947,0.4052631578947368,-0.5976845579473684
710,0.30718954248366015,0.09736842105263158,0.3888888888888889,-0.9155020766816306
711,0.19883040935672514,0.02631578947368421,0.6198830409356725,-0.6409043988596491
712,0.28421052631578947,0.20526315789473684,0.9,-1.0705722085263156
713,0.1736842105263158,0.06315789473684211,0.2631578947368421,-0.5345206127368421
714,0.08947368421052632,0.04473684210526316,0.26052631578947366,-0.3140315217894737
715,0.14736842105263157,0.06842105263157895,0.2736842105263158,-0.47807942047368424
716,0.09473684210526316,0.07368421052631578,0.3736842105263158,-0.3779172505789473
717,0.1736842105263158,0.09473684210526316,0.34210526315789475,-0.5805064473157895
718,0.12631578947368421,0.14210526315789473,0.3631578947368421,-0.5135942993684212
719,0.12631578947368421,0.21578947368421053,0.7210526315789474,-0.659333961368421
720,0.20526315789473684,0.12105263157894737,0.3263157894736842,-0.677000815
721,0.28157894736842104,0.042105263157894736,0.2,-0.7619783711578948
722,0.23391812865497075,0.05847953216374269,0.47368421052631576,-0.7222868757309941
723,0.1736842105263158,0.24736842105263157,0.5157894736842106,-0.7567605398421053
724,0.24736842105263157,0.039473684210526314,0.5578947368421052,-0.7562306694473685
725,0.2710526315789474,0.07894736842105263,0.4368421052631579,-0.8222520960000002
726,0.15263157894736842,0.05263157894736842,0.4105263157894737,-0.506812916
727,0.12631578947368421,0.04736842105263158,0.35789473684210527,-0.4268893040526316
728,0.16578947368421051,0.21578947368421053,0.30526315789473685,-0.6625970368947368
729,0.14736842105263157,0.15263157894736842,0.5736842105263158,-0.6205104182105263
730,0.07105263157894737,0.021052631578947368,0.11578947368421053,-0.21614750442105263
731,0.2736842105263158,0.18421052631578946,0.6473684210526316,-0.9702422222105265
732,0.28104575163398693,0.0,0.8888888888888888,-0.8751367207843137
733,0.09941520467836257,0.06842105263157895,0.14619883040935672,-0.33411148198245616
734,0.27485380116959063,0.03508771929824561,0.4619883040935672,-0.7973910215789474
735,0.12631578947368421,0.021052631578947368,0.3368421052631579,-0.39846882800000005
736,0.13970588235294118,0.026143790849673203,0.375,-0.4438328127042484
737,0.28104575163398693,0.026143790849673203,0.33986928104575165,-0.7772348467973856
738,0.09473684210526316,0.03684210526315789,0.32105263157894737,-0.3330033332631579
739,0.2578947368421053,0.06315789473684211,0.2736842105263158,-0.7401241383157896
740,0.26666666666666666,0.06666666666666667,0.4666666666666667,-0.8071770773333334
741,0.09210526315789473,0.11052631578947368,0.33157894736842103,-0.39551192431578946
742,0.34210526315789475,0.12105263157894737,0.5684210526315789,-1.0609030153157897
743,0.3684210526315789,0.11578947368421053,0.5631578947368421,-1.1185090373157895
744,0.17894736842105263,0.042105263157894736,0.2631578947368421,-0.5282163036842106
745,0.13157894736842105,0.015789473684210527,0.48947368421052634,-0.4402012755789474
746,0.22807017543859648,0.04736842105263158,0.48830409356725146,-0.701373784631579
747,0.0784313725490196,0.07894736842105263,0.27450980392156865,-0.32136103484520123
748,0.2394736842105263,0.29473684210526313,0.6421052631578947,-0.9862942442105262
749,0.2,0.02631578947368421,0.6421052631578947,-0.648645817
750,0.28421052631578947,0.05263157894736842,0.33157894736842103,-0.8069558857368421
751,0.11764705882352941,0.04329004329004329,0.3888888888888889,-0.4091411409842119
752,0.058823529411764705,0.20346320346320346,0.43790849673202614,-0.4226214569493252
753,0.15204678362573099,0.07792207792207792,0.391812865497076,-0.5240950728252449
754,0.1111111111111111,0.24675324675324675,0.32748538011695905,-0.5634862892390067
755,0.13970588235294118,0.09523809523809523,0.3382352941176471,-0.4980830380182073
756,0.12380952380952381,0.09523809523809523,0.4523809523809524,-0.4849736300476191
757,0.2987012987012987,0.11255411255411256,0.5974025974025974,-0.9548717877056278
758,0.5526315789473685,0.16017316017316016,0.3526315789473684,-1.5566525243552065
759,0.17647058823529413,0.12987012987012986,0.5228758169934641,-0.658962822658518
760,0.22807017543859648,0.06493506493506493,0.29239766081871343,-0.6738775771496924
761,0.3088235294117647,0.1038961038961039,0.3235294117647059,-0.9108751158326969
762,0.2894736842105263,0.09090909090909091,0.4678362573099415,-0.8843783330622011
763,0.15441176470588236,0.11255411255411256,0.22794117647058823,-0.5248062437207156
764,0.19736842105263158,0.06926406926406926,0.22631578947368422,-0.5890509907666894
765,0.2867647058823529,0.19047619047619047,0.5625,-0.9886914700437676
766,0.10416666666666667,0.09523809523809523,0.3958333333333333,-0.42504319967261905
767,0.5552631578947368,0.08225108225108226,0.3684210526315789,-1.49614160993347
768,0.3333333333333333,0.2683982683982684,0.43137254901960786,-1.1424393088668194
769,0.2736842105263158,0.07792207792207792,0.32105263157894737,-0.8020523907375258
770,0.3736842105263158,0.08225108225108226,0.4473684210526316,-1.075304782196628
771,0.30735930735930733,0.08658008658008658,0.8268398268398268,-1.0030970948484847
772,0.5021645021645021,0.08658008658008658,0.8268398268398268,-1.4733329052380955
773,0.16017316017316016,0.1038961038961039,0.5021645021645021,-0.5915864831168831
774,0.26904761904761904,0.11688311688311688,0.9380952380952381,-0.962601504064935
775,0.319047619047619,0.19047619047619047,0.819047619047619,-1.123396972952381
776,0.5974025974025974,0.1471861471861472,0.8268398268398268,-1.757948632943723
777,0.35714285714285715,0.18181818181818182,0.4329004329004329,-1.122075486753247
778,0.2532467532467532,0.15584415584415584,0.8225108225108225,-0.9340581397402599
779,0.2597402597402597,0.1341991341991342,0.49783549783549785,-0.858332478008658
780,0.41125541125541126,0.18398268398268397,0.3787878787878788,-1.2426748627705628
781,0.40476190476190477,0.19480519480519481,0.48484848484848486,-1.2602453242857143
782,0.2857142857142857,0.0735930735930736,0.7878787878787878,-0.9304996205627707
783,0.5995670995670995,0.0735930735930736,0.9069264069264069,-1.714449098809524
784,0.46190476190476193,0.14285714285714285,0.6476190476190476,-1.3873000191428573
785,0.7532467532467533,0.16883116883116883,0.7532467532467533,-2.137393644025974
786,0.3268398268398268,0.15151515151515152,0.6017316017316018,-1.0589316791341992
787,0.5692640692640693,0.08225108225108226,0.5497835497835498,-1.5700768117748918
788,0.5930735930735931,0.09090909090909091,0.5454545454545454,-1.634409515974026
789,0.5952380952380952,0.4588744588744589,0.6060606060606061,-1.9852923000865803
790,0.6368421052631579,0.21052631578947367,0.9,-1.9265337542631582
791,0.16842105263157894,0.1368421052631579,0.6052631578947368,-0.6640611688947369
792,0.23684210526315788,0.21637426900584794,1.0,-0.9883949123976609
793,0.7157894736842105,0.32105263157894737,0.8105263157894737,-2.1970977580526316
794,0.49473684210526314,0.22105263157894736,0.8105263157894737,-1.5732114625263158
795,0.9,0.1631578947368421,0.8105263157894737,-2.499192397526316
796,0.8552631578947368,0.09473684210526316,0.9,-2.3492262532105266
797,0.9473684210526315,0.4236842105263158,0.718421052631579,-2.828384882157895
798,0.23684210526315788,0.19473684210526315,0.531578947368421,-0.8651881144210527
799,0.4,0.1368421052631579,0.8026315789473685,-1.2667454158157896
800,0.631578947368421,0.12105263157894737,0.7157894736842105,-1.7922721626842106
801,0.44473684210526315,0.28157894736842104,1.0,-1.5491021363947368
802,0.7210526315789474,0.17894736842105263,0.5736842105263158,-2.029074788157895
803,0.6631578947368421,0.3157894736842105,0.8105263157894737,-2.0652993603157896
804,0.531578947368421,0.29473684210526313,0.5210526315789473,-1.6646093833157898
805,0.6473684210526316,0.1736842105263158,0.5578947368421052,-1.8429634346842108
806,0.49736842105263157,0.37105263157894736,0.9,-1.7348044718684212
